component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Copepoda nauplius indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia lucens,Metridia sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces egg,Rhincalanus gigas,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Tomopteris sp.
component_1,0.4099018968789799,0.00034906697666422837,0.00035118654139626194,0.06926078305307609,0.0,0.0,0.13701106795513274,0.0007495385010637851,0.0,0.0,0.0003445651015976553,0.0,0.00016896777254780964,0.06475464716922179,0.0008486059455251642,0.013259363793795522,0.0004963537104101159,0.001184050538596587,0.007301302461176196,0.28228685370118056,0.0,0.0015487872003622498,0.0017640207193422366,0.0017353011945973756,0.003209804867218546,0.0031177944868475685,0.0002576362727566328,9.840515851114718e-05
component_2,0.026080568066014425,0.000533822980141986,0.0,0.0,0.00011743657067917718,0.0021455158198689555,0.2003055005474173,0.0,0.008341562886585857,0.004597176146065096,0.00042863579345697245,0.0006954693358111246,0.0008123013622059541,0.04654955211736921,0.017642371608511093,0.14615269353157934,0.0,0.0,0.026113466234981876,0.49662948958332426,0.004294237003225587,0.0014171831782703085,0.0,0.0,0.0020636357920879134,0.001946428784891595,0.003526524823276447,0.009606427834235187
