component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Cnidaria indet,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia superba,Euphausia superba calyptopis,Euphausiidae calyptopis indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Pelagobia longicirrata,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia
component_1,0.5602073803035729,0.01652501936967981,0.009959651123134051,0.1129435068720851,0.0005407067911793938,0.003185620963579776,0.0001965052276027221,0.013263770684329998,0.00045984304331228874,0.00028335173888413464,0.007622174962926008,0.00353826242552793,0.0,0.0011079043726019467,0.0,0.25113974059005845,0.000457047279322337,0.0007693701863901164,0.0033386167350024287,0.007592698998397455,0.0032529509224387535,0.0011998522753172908,0.0024160251346572676
component_2,0.18816459473659777,0.0,0.0,0.0,0.0,0.0007059046299734534,0.0,0.0,0.0,3.165870075636408e-05,0.0,0.06552029327222691,0.08072630172577266,0.000983758884011053,0.019663705879027896,0.636983781864878,0.0,0.0,0.0,0.0,0.0,0.0,0.007220000306755854
