component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Cnidaria indet,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia superba,Euphausia superba calyptopis,Euphausiidae calyptopis indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Pelagobia longicirrata,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia
component_1,11.852371591414933,0.34962172404554687,0.21071747746034647,2.389558687284829,0.011439795397888121,0.06739854692611945,0.00415748356606964,0.2806231127637153,0.009728951839425806,0.005994905134074544,0.16126322710426136,0.07485942265268417,0.0,0.02344005947353984,0.0,5.313392203494218,0.009669801541061568,0.01627765299255853,0.07063549595352037,0.16063960075285832,0.06882305456327133,0.025385411763334687,0.05111611998870627
component_2,2.830721859391621,0.0,0.0,0.0,0.0,0.010619530573797989,0.0,0.0,0.0,0.0004762690685589825,0.0,0.9856781328021474,1.214435198305362,0.014799531129854814,0.2958180424236075,9.582694969406743,0.0,0.0,0.0,0.0,0.0,0.0,0.10861667531959389
