component,Appendicularia indet,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Fritillaria sp.,Globigerina bulloides,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Pelagobia longicirrata,Pisces larvae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus sp.,Sagittidae indet,Salpidae indet,Scolecithricella minor,Sergestidae indet,Siphonophorae sp.,Subeucalanus sp.,Teuthida indet,Themisto sp.,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura furcilia,Thysanoessa sp.
component_1,6.850688233064629e-05,0.01253542540431843,0.0018068946942976956,0.011837551484952406,0.00028547560672948457,0.0,0.0001798893325850968,0.000334117736617371,0.00010983045486722896,0.0,3.4625107189264234e-05,0.017378614013231326,0.055989586816985445,0.0,4.859589236016924e-05,3.677375784186452e-05,0.0,0.0024326652491793977,0.003503413190105202,0.001057863661558632,0.016700216850027476,0.5098760969277383,2.1475115511146736e-05,0.0010300412893860088,0.0015764236582501202,0.0,0.000811555193834366,0.0,0.0,0.002279633210423447,0.00040234548044303813,0.015291177674665393,0.2527125126732523,0.0,0.0011376231607277615,3.125716516990341e-05,0.00010530009320395467,0.039910228341779076,0.0005171303925323181,0.047932018415032314,0.00028394224093343615,0.00032606653326658477,0.0,0.0,0.0,0.0,0.00022110388004846458,1.4486109186695634e-05,7.733317178172632e-05,0.0005243934695564351,0.00013567267098272856,6.724642012467032e-05,0.00037489057699294025
component_2,1.1705848918093147e-05,0.1632837634677708,0.00036610110536113797,0.008778681616088427,0.0012890599850093232,9.836714658423169e-05,0.0004758459212701578,0.0,0.00011134469083341492,0.0373092068200804,0.0,0.03457530105743231,0.031671776783736734,0.29202012259782195,0.0006013565250493563,1.8964235233159845e-05,0.00030170083727675315,0.005914882691912025,0.0074706813586511685,0.00033985965710305857,0.2857259816727953,0.0716875582706297,0.00015948611020980566,0.00017925009447876156,0.0004885609657263222,0.004532470245318055,0.0009662269416722565,0.008922877179537506,0.00010895274732682965,0.0021271841755141495,0.0,0.0016723225229007814,0.030429007924691734,0.0018742941290029879,0.0013968771449672666,0.0004185749236952591,1.2516976289653062e-05,0.0,0.0005799175537462971,0.0005324083886588528,5.6423559828343376e-05,0.000719333234824132,0.00024205108394790222,5.485145994387549e-05,0.0010646949112534216,0.0009875325799766274,0.0,2.596908606121015e-05,2.4089110735356986e-05,0.0,0.0,6.759432491605219e-06,0.00036510522764354004
