component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus simillimus,Calocalanus sp.,Candacia sp.,Centropages bradyi,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia superba C2,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globorotalia sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus lobatus,Heterorhabdus sp.,Heterorhabdus spinifrons,Hyperiella antarctica,Hyperiella sp.,Hyperiidea indet,Iospilidae indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa fusiformis,Salpa thompsoni,Salpidae indet,Sapphirina sp.,Siphonophorae nectophore,Solmundella bitentaculata,Subeucalanus longiceps,Subeucalanus sp.,Thalia sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.5319981474852634,0.00818257580396535,3.6443684303253375e-05,0.0,5.2626092933796215e-06,0.0001461187245811302,1.8011094029901576e-05,0.001025376931028204,0.01979615476906151,0.0014175583131659229,7.285192398461931e-05,0.00010311302353913046,0.004339390039808195,0.0005561755528889293,0.000140426608656526,2.4458766312938397e-06,1.8293025644413554e-06,0.00023488879912680262,2.6610936181917417e-05,2.858306490601403e-06,3.2305047220794295e-05,6.771938905779701e-06,7.185906858104132e-05,0.00010197422267014023,5.4375094859686905e-05,7.003509517230262e-06,5.498683803291962e-05,2.9924040856367406e-05,6.972542127260539e-06,2.1533266505317782e-05,3.3962245411007526e-05,0.0005322409787948576,0.004408588408040564,0.0,0.026959779861691263,0.05931195337945424,3.379194038695379e-05,4.438338750375457e-05,7.773153309569322e-05,2.7153958465945962e-06,1.6888670815190598e-05,4.644883803432461e-05,1.8298578479122856e-05,0.0,4.125762315718376e-06,0.0011556346073734675,2.9514919682811007e-06,0.020541314502163375,0.00013326245853572527,1.0070105458850745e-05,0.0036957808075526364,0.004980094765035094,0.009393671379873632,0.27708592001168864,0.00021717805576686183,0.0010405762713133595,2.4351997914565016e-05,9.224858684267356e-05,0.00010831929098420105,8.14778793861441e-05,7.40502598915461e-05,1.3440557140826331e-05,1.579555932923799e-05,0.0001541545184215939,1.5766875533411346e-05,0.00010230474413878954,9.959917423760602e-07,0.00013035127252333554,0.00014760932430081482,4.613418104355425e-05,0.0014333323944460642,0.0007607134905739137,0.015051325298493732,0.00033123460242067315,0.0,0.0004156601643430254,9.778236336241095e-06,3.8087024245622345e-05,8.959775164168458e-06,0.00012070038546359916,5.121638611845049e-07,3.4737748964544704e-05,0.0013652963715023185,7.627407113454505e-05,1.5296585797593546e-05,0.0004797778946523934,7.015605725179999e-05,1.2858445215984022e-05,2.8018246412857698e-06,1.7862121862705314e-05,0.0004832496627641295,2.3075851230962615e-05
component_2,0.23746234332221036,0.0,0.0,0.6660288681992612,0.0,0.0,0.0,0.001198145414550946,0.04559530860418705,0.009740522572797453,0.0,0.0,0.0,0.0,0.00014293206603198814,0.0,0.0,0.00017947314694974928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6514363245061978e-05,3.629515535835118e-05,5.679195170625011e-05,0.0,0.0028635343486155354,0.0006585236529615187,0.006899112214379112,0.0,0.0,0.0,0.0,4.677784679836534e-06,0.0,0.0,0.0,4.487989600818892e-05,0.0,0.005498769755288189,0.0,0.0047254529833161574,0.0,0.0,0.01057735951364342,0.0005402558149832392,0.0,0.0,0.0,0.0025132301877822515,0.0,0.0018543988940034786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005075022325564645,0.0,0.0002699254050036296,5.197289944795762e-05,0.0,0.0,0.0,0.0,0.0,0.00023513317277715204,0.0,0.0,0.0,7.331114133314124e-05,1.6527738569338994e-05,0.0,0.0,0.0008930115631779007,0.0,0.0,0.0,0.0006280501974660638,0.0,3.1108071894598403e-06,0.0,0.0006840650005192287,0.0
