component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus simillimus,Calocalanus sp.,Candacia sp.,Centropages bradyi,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia superba C2,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globorotalia sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus lobatus,Heterorhabdus sp.,Heterorhabdus spinifrons,Hyperiella antarctica,Hyperiella sp.,Hyperiidea indet,Iospilidae indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa fusiformis,Salpa thompsoni,Salpidae indet,Sapphirina sp.,Siphonophorae nectophore,Solmundella bitentaculata,Subeucalanus longiceps,Subeucalanus sp.,Thalia sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,44.57927547767007,0.6856664870097002,0.0030538321414380035,0.0,0.00044098519991071094,0.012244153304553454,0.0015092562374673351,0.08592240573172373,1.6588370486253068,0.11878560639167539,0.006104694168091226,0.008640450917761337,0.3636231909905772,0.046605243464438645,0.011767177200307167,0.00020495448836852214,0.0001532880957155935,0.019682723581632207,0.00222988794299374,0.00023951442884988984,0.0027070312296807787,0.0005674608669705327,0.006021496933749686,0.008545024048527113,0.004556411228746939,0.0005868655399551751,0.004607672812213037,0.002507512605159981,0.0005842705989486879,0.0018043999288573423,0.002845897680610776,0.0445996237512424,0.36942173208440965,0.0,2.2591196209098987,4.970099842113937,0.0028316268140327434,0.003719146894617451,0.006513585514450544,0.00022753909961615947,0.0014152017488800064,0.0038922232269750414,0.0015333462620622737,0.0,0.00034572205880264696,0.09683746786929921,0.0002473229919053027,1.7212783957875832,0.011166850632802707,0.0008438337754770692,0.3096913617157637,0.41731163441983943,0.7871513578939515,23.218670248333684,0.018198635505594335,0.08719604847061986,0.002040598127261547,0.007730055423546808,0.009076714900523902,0.006827514057446802,0.006205109830743796,0.0011262638830351565,0.0013236034636407961,0.012917520061541492,0.00132119987851189,0.008572720399861889,8.346004674404793e-05,0.010922905115649084,0.012369059482976941,0.003865856254197349,0.12010741008238102,0.06374468861625848,1.2612396865614333,0.027756109036933704,0.0,0.03483062687141148,0.0008193763331311786,0.003191537327707198,0.000750792624277919,0.010114200132608168,4.2917243162174115e-05,0.0029108817161952296,0.11440626878414308,0.006391456145069518,0.001281791516309044,0.04020343122416244,0.005878791528577302,0.0010774852773594648,0.0002347814801882601,0.0014967729773068632,0.04049435123540545,0.0019336622388056528
component_2,12.157182873706692,0.0,0.0,34.09818431244705,0.0,0.0,0.0,0.06134055913962072,2.334309082986078,0.49867828534938413,0.0,0.0,0.0,0.0,0.007317586615869439,0.0,0.0,0.009188353142069157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008454735652154262,0.0018581760583502162,0.0029075352874403473,0.0,0.14660223702931657,0.03371394539323467,0.3532087137817169,0.0,0.0,0.0,0.0,0.00023948506108790348,0.0,0.0,0.0,0.002297682636712443,0.0,0.2815164230260223,0.0,0.24192549974682295,0.0,0.0,0.5415212034432785,0.027659074906132154,0.0,0.0,0.0,0.12866797560037083,0.0,0.09493828014915874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02598221412155283,0.0,0.013819170083889002,0.0026608178552683078,0.0,0.0,0.0,0.0,0.0,0.012037938062659312,0.0,0.0,0.0,0.0037532559453345303,0.0008461583317386394,0.0,0.0,0.04571884842876889,0.0,0.0,0.0,0.03215381857030798,0.0,0.00015926168064377708,0.0,0.03502156675650343,0.0
