component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Egg mass,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Primno macropa,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F6,Turborotalita quinqueloba
component_1,12.168058957513846,0.7501555301016437,0.0015494401641095404,24.556252740904856,0.07044357584914859,2.376986573533838,1.7743895849346287,0.252784300923841,0.6025191002055089,0.21311121844822417,0.03548608943723984,0.0357289141895397,0.14262154038168207,0.1769991850732607,1.063640412918747,1.1772903931106224,2.1569124604540426,0.21306058898968244,0.03555228938039855,0.959333502021682,1.3136164981295264,0.0013176480970192926,0.6382435505049099,0.9919593902093552,1.663353203803392,0.6411541575901236,4.857233389597374,0.3193748049351585,0.00014108157330622418,0.03548608943723984,0.4961568982095738,0.25161105647180165,0.46201682237179126,2.8173801637443554,0.21311121844822417,0.10651236536967545,0.31840456191357125
component_2,8.668720294810223,0.4126340231478771,0.0472875875586234,0.9390147775865438,0.04454666673504735,0.9968774486529328,0.12891183556006794,0.3464896810909294,0.24948040062285654,0.051534428466613255,0.0,0.0046906940970004715,0.07062445782733635,0.07031388096835398,8.77308357960627,1.0082141594032334,1.6379555819718636,0.021857553825351504,0.028373654505276714,0.0,0.13639465986867166,0.04155352352685007,0.3835844472322485,0.24115288814427385,0.8539682054437974,0.37966168519784005,4.138429245504586,0.0,0.004290680645989806,0.0,0.22444550531655305,0.1183965301830234,0.18687214817173245,0.6120093534940588,0.051534428466613255,0.0885716070945483,0.20055241242821342
