component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Egg mass,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Primno macropa,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F6,Turborotalita quinqueloba
component_1,0.19045341389424394,0.011741369938981228,2.4251704393435404e-05,0.38435235917946065,0.0011025767999836879,0.03720438972978124,0.02777259341108892,0.003956558170692166,0.009430577216242639,0.0033355984906338,0.0005554252245716987,0.0005592258967425855,0.0022323001027024086,0.002770376045300588,0.016648008404920495,0.018426848135409308,0.033759808610299334,0.003334806042696413,0.0005564613803972254,0.015015405592715877,0.02056061262442197,2.0623714864038755e-05,0.009989733244560102,0.015526063192943664,0.026034661508659414,0.010035289816715056,0.07602499990836172,0.004998827021145288,2.2081966702790655e-06,0.0005554252245716987,0.00776580516425269,0.003938194649278966,0.007231447628953357,0.044097392385799995,0.0033355984906338,0.0016671223962207412,0.004983640860689165
component_2,0.27818216090608977,0.01324156511213895,0.0015174746495130475,0.030133301233419788,0.001429517574922538,0.03199013388294972,0.004136824325032081,0.01111897084454803,0.008005910283035907,0.0016537572080258967,0.0,0.0001505259571974224,0.0022663626951940474,0.002256396178935486,0.2815312139492711,0.032353932758312436,0.0525625476154667,0.0007014162815816822,0.0009105201523004592,0.0,0.0043769506833706015,0.0013334665988567643,0.012309354413582552,0.007738677596147689,0.027404128020795927,0.012183471655535159,0.1328035916628485,0.0,0.00013768939050599644,0.0,0.0072025320406285944,0.003799384625411722,0.005996790324714656,0.019639586774029532,0.0016537572080258967,0.002842292774313812,0.006435794623297522
