component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Cnidaria indet,Euaugaptilus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperia spinigera,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces larvae,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,2.9349247413241626,0.17974476642388873,0.0,0.0,0.0,0.003112435211014739,0.0,0.0,0.000787029775389337,0.0,0.0745802196996537,0.2867313872107678,0.004092831229445551,0.0,0.0,0.01548802082576318,0.044819869354246165,33.78404923875761,0.0,0.0,0.0,0.0,0.0,0.0,0.016637193574398322,0.05043363528148688,0.0,0.013259408280953816,0.008059729289194434,0.0,0.002398992429635392
component_2,29.906037054148996,0.021731270882761968,1.0732525003927025,0.013901248830826649,0.040748198120127734,0.0,0.04854457277928963,0.01545739312022749,0.0005794969810060686,0.015132747669402475,0.3547651131684359,0.0,0.0,0.0037913375020293587,1.1319082648973833,0.0,0.47396893334995605,0.03262646423142177,0.04959249294343398,0.025885777639156643,0.02349385359707787,0.004481201395463434,0.010818488944378332,0.2453765577659243,0.0,0.04840299868236211,0.013070495352109442,0.07521074687258412,0.015445065600180151,0.0,0.018684902211787896
component_3,0.03719483352880252,0.0434993799763157,4.895997606744112,0.0,0.09952198578634813,0.0002984458941260064,0.04453658067233088,0.005039710102410966,0.002417613723540589,0.0028428185633495536,0.0,0.2024869368993243,0.0,0.0071298065249779385,0.40791976820025616,0.0011269542647853188,0.05352687839080086,0.2559314265345136,0.0,0.0,9.035457634227159e-05,0.0006594973643694345,0.012789739164469386,0.028389057700163426,0.0031587693481478097,0.0,0.0,0.00339586292423763,0.9231577701997973,10.844440915310953,0.0
