component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Pleuromamma robusta,Pyrosomatidae indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.0,0.0,0.0,0.0,0.0,0.020829217744779447,0.19999373118327016,0.00011347136309161259,0.006292612374308573,0.04103878077305068,0.0,0.0,0.00010889545491821773,0.0,0.00040902255245676896,0.0013495619186232792,0.00032764494421390496,0.7288320907806655,0.0,0.0,0.0,0.0,0.0,0.0,0.0006777422669434951,0.0,0.0,0.0,0.0,0.0,0.0,2.722864367853433e-05
component_2,0.4148316651497322,0.0011908138930110663,0.07099723279427296,0.0002658496735422813,0.04441909736225494,0.045062319484020105,0.2646364583393527,0.004222371498324993,0.0,0.0,0.00012192984308669538,0.0001956085854716112,0.0,0.0014176385502778772,0.0,0.0,0.001781549026058733,0.11175332031636113,0.001005544340159594,0.00039165005517421584,9.809693858584436e-05,0.0008024619336437077,0.0258464228766628,0.00446895317815618,0.0,8.840392832182702e-05,0.004720420546040937,0.0005414198694287879,0.000724886375904312,0.0003294283817924897,8.645706036208691e-05,0.0
