component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Pleuromamma robusta,Pyrosomatidae indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.0,0.0,0.0,0.0,0.0,0.8324576357734267,7.992921801974958,0.004534980804591521,0.25148967590338045,1.6401502368431586,0.0,0.0,0.004352100691367138,0.0,0.01634693876497183,0.05393640499958586,0.013094612528201387,29.128402544984805,0.0,0.0,0.0,0.0,0.0,0.0,0.027086553711068263,0.0,0.0,0.0,0.0,0.0,0.0,0.0010882162076216635
component_2,20.24153622705609,0.05810526191718023,3.4642800450329574,0.01297202275051687,2.1674111307454886,2.198796883024197,12.912824426125622,0.20602883730340427,0.0,0.0,0.005949515293408894,0.009544638468516322,0.0,0.0691730754496851,0.0,0.0,0.08692993370751514,5.452956154783759,0.04906511218690359,0.019110399340599916,0.00478659876514479,0.03915579177115061,1.261165308605225,0.21806068642328708,0.0,0.004313632415438783,0.23033093063216273,0.02641835429109567,0.03537052513353923,0.016074319017730487,0.004218635814053134,0.0
