component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia longirostris,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.414348458829805,0.0015587290892587775,0.00019283880217598143,0.0,0.0005806177677115585,0.005935261821256232,0.09807191913506726,0.08705101679936737,0.0001511135269384273,0.00011691675005112473,0.0016193492947558135,0.0015915576528047612,0.0022144820683582048,0.0006605977599403748,0.0,0.00011041620390117232,0.0020448121497235825,4.271532566792543e-05,0.00027523417708729536,0.0023737653522686655,0.006311131482795718,0.058839919247403734,0.006839296452171094,0.00010397389433632517,4.5018208304684355e-05,0.00027784593314601156,3.169186227719784e-05,0.0033789346173912,0.055075124222818295,0.006069186877058218,0.00017663692431237277,0.014399831659600388,0.1936222017502462,0.0029007486198831824,0.01644150360613797,0.00014755866150054287,0.0002744216524820995,0.000838638223556106,0.00023103471163727778,3.9488211568113233e-05,9.211164445944067e-05,0.0001552249003493618,0.0005693751795859521,0.0013231393755364735,0.001602473105442669,0.005779931528031218,7.659210049390073e-05,3.439920597417383e-06,0.0007209169480588502,1.800526016160498e-05,0.000367372875509213,0.0027433330331659567,0.00011094772826727147,4.267096620261483e-05,0.00014426953968680987,0.000594225935396154,0.000671980634288838
component_2,0.05972111836486302,0.0014285196217809746,0.0012074342942815072,0.46744786914769454,8.216465134719483e-05,0.0011444868731658535,0.03910451806524103,0.0,0.0,2.407953557908753e-06,0.03921010884239812,0.0,0.0010459989844406779,0.002299218811120769,8.425629841230843e-05,0.0,0.0,2.6047328220171488e-08,0.0,0.0,0.0,0.0,0.014019754864686826,0.0,3.839335743426053e-05,0.0,5.371911980107794e-05,0.0,0.0,0.0047559256290532715,0.0,0.013190778049006547,0.3416083397383618,0.0,0.0,0.00035507348595642155,0.000272023185996485,0.0,0.0,0.0001804418248758821,1.391747534784089e-05,0.0,0.0,0.0,0.0008865866685839692,0.0015031364609397254,0.0,0.0,0.0,1.3073606211211868e-05,0.00018208883034574895,0.0021479219119353433,0.0,0.0,0.0,0.008000697835831466,0.0
