component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia longirostris,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.
component_1,24.65803933695584,0.09276057960284988,0.011475912769594587,0.0,0.03455279113720032,0.3532097594304867,5.836298382073987,5.1804401604942125,0.00899282527107072,0.006957761662856441,0.09636811181373772,0.09471422029836196,0.1317846966458467,0.03931243185148531,0.0,0.006570911611259982,0.1216875732251244,0.0025420057880394375,0.016379293854887664,0.1412637073593798,0.3755779104451762,3.5015866777526474,0.40700921497576587,0.0061875272416897845,0.0026790512371910142,0.016534720482553267,0.0018859951570702432,0.20108172466222965,3.27754224888237,0.3611796920410622,0.010511732661813577,0.8569396312242961,11.522533185592586,0.17262468835459033,0.9784403297258965,0.008781273834261966,0.01633094019687299,0.04990768968786069,0.013748966326176806,0.002349958961938657,0.0054816000978671914,0.00923749471567792,0.03388374030729423,0.07874054331563184,0.09536380316705742,0.3439659927434323,0.0045580259480449345,0.00020471102425884314,0.04290205040008366,0.0010715000958151108,0.021862503944675333,0.1632568250337382,0.00660254283480752,0.002539365938856254,0.008585536904779669,0.03536261853469639,0.03998983116954895
component_2,2.323395769702625,0.055575256074505405,0.04697413257381424,18.185634018087107,0.0031965409989957645,0.04452522043120697,1.521325694103138,0.0,0.0,9.367924217201509e-05,1.525433607211321,0.0,0.0406936387345446,0.08944901578604163,0.0032779146248730568,0.0,0.0,1.0133476039257866e-06,0.0,0.0,0.0,0.0,0.5454258064270575,0.0,0.0014936586368403373,0.0,0.002089893476800755,0.0,0.0,0.18502495917865938,0.0,0.5131752176995312,13.289961627882306,0.0,0.0,0.013813810889551087,0.010582814537128823,0.0,0.0,0.007019925012668639,0.0005414467148883617,0.0,0.0,0.0,0.0344918476355037,0.05847815630806871,0.0,0.0,0.0,0.0005086167539648566,0.007084000261862518,0.08356294758837436,0.0,0.0,0.0,0.3112598694631363,0.0
