component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia spinifera,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hansarsia megalops,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma piseki,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura calyptopis,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,47.15072109880521,0.25543329420562305,0.0019531063520918357,2.446317005639576,0.002733736898967856,0.0018907471842546533,1.4038907320308993,0.28035058889244335,0.4309700195576018,0.0007250626041393125,0.02626038712669793,0.004689130633995189,0.005700536009930207,0.0015818420871567688,0.013759282283514683,0.04079349413083477,0.01401436562490166,0.028882131920279126,10.477557460785837,0.0,0.0,0.005968475840820667,0.0002483972534314975,0.02510787124315743,0.06820169773712817,0.0,0.13709844655500125,0.07182002673733144,0.1005832995579676,0.45156138712157656,0.0,0.3102125040340382,0.0,0.0019450089051092207,0.011878691539976902,0.0,0.00018638081411824308,0.011702741958342344,0.011529803912815204,0.01950765327188919,0.005680946472378653,0.023402777948861017,0.3925663961029851,2.3393759719817058,0.01719049835952029,0.0034993380777307618,0.01777014620677354,0.2653049883874278,0.10010154207534516,0.0007039238262777172,0.009456100720633775,0.030519292249395986,0.004230804819082524,0.32577267364091905,0.03509064981632893,0.05102630992100288,0.00395917312452518,0.0030394516556889214,0.000847018992308549,0.000145611811246725
component_2,7.69945132025398,0.14643596772158823,0.0,0.0,0.0,0.0,0.0,0.0,1.1512425777617263,0.0,0.002558830951287359,0.0,0.0,0.0,0.0,0.003744817408913515,0.0,0.011213990416295594,1.1475224451336132,0.8132172813787771,0.013141835009833064,0.0,0.0,0.002907740586739134,0.0,0.0009699398514882497,0.0,0.0,0.04179593642789434,42.108576255105476,0.005455910015403183,0.0,0.0014403494752319368,0.0,0.0,0.001839575516975907,0.0,0.0,0.0,0.0,0.0,0.0,0.15727763199059375,1.0503445823818338,0.0,0.0,0.0,0.0,0.11592281009448768,0.0,0.0011840678861950236,0.0007288425029643643,0.0,0.051597856146054985,0.0,0.0,0.0,0.0,0.000929629818087422,0.0
