component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha furcilia,Euphausiidae furcilia indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Pelagobia longicirrata,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.43964762286773823,0.0025437470711033995,0.0037867710228386806,0.0008259060858677931,0.0,0.0005337146581221186,0.006936155601692188,2.4133638379978526e-05,0.0,0.004165140826474617,0.0,0.0010724187277269721,0.0,0.0,0.0006850723287574816,0.00012376206594917128,0.021941255875182458,0.0027129446789049723,0.49439147504267883,0.001093432597817005,0.00022018123888340485,0.0,0.0,0.013814104982041503,0.0026391789733832033,0.0,0.0005793790300638122,0.00023055744429943394,0.0,0.0020330452420947998,0.0
component_2,0.09759127229377931,0.0,0.035745277440581105,0.0,0.002394786713273832,0.0011407351522420169,0.0,0.0018420776027261966,0.010579084296340165,0.00740656531218151,0.007665733777104451,0.0,0.0,0.0,0.0006304616194016152,0.0,0.0,0.0013381976272272558,0.7376213802251415,0.0,0.0011417404129397933,0.0028442412195046167,0.004104872606989375,0.02288115370221309,0.0007170967055980049,0.002394786713273832,0.0,0.011631474007761983,0.03894162573343905,0.011387436838281223,0.0
component_3,0.7726167396867746,0.020849741804318093,0.1073852334106566,0.0,0.0,0.0,0.00679423065934551,0.003160373147494635,0.010999165485924193,0.008935835276217158,0.0,0.003364913814905469,0.006540693984502273,0.0035981270139866088,0.0014142949110573292,0.0019180496431977618,0.0,0.0,0.0,0.0,0.0,0.0,0.008408499777854989,0.02910855545772808,0.0,0.0,0.0,0.006636570900936483,0.0,0.0,0.008268975025100173
