component,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus simillimus,Clausocalanus brevipes,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Euphausia lucens,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Polychaeta indet,Primno macropa,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Stephos longipes,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa sp.,Tintinnina indet,Tomopteris sp.
component_1,1.520552158276942,0.0,0.0,0.0,0.0,0.20793742754391678,0.476216119320127,36.232414487651205,0.0,0.44251131894469525,0.0,0.0,0.0,0.00048623117766470066,1.218053280371533,0.0,0.0,0.0,0.0008276942302948976,0.0,0.0003270773862885488,0.0,0.0,0.0,0.08317422415053241,0.0,0.0,18.9602678123086,0.12077044457863365,0.0,0.0,0.0,0.0,0.0,0.0,0.1731084696435526,0.0,0.0,0.17608354271581478,0.0,0.0,0.0,0.0,0.0
component_2,0.3801387483762679,0.02433041229649201,0.0006019357425834442,0.02312152314904898,0.009258170890455301,0.0,0.3693700733103158,0.0,0.006040470824431966,1.1640112939758878,0.0009659731034358665,0.0022057841385284705,0.04437648746245358,0.003680156106315819,0.0,14.751744210626265,0.0006921961647552413,0.010420842379833296,0.0005748518687621425,0.05121301454229014,0.0,0.015456814123909717,0.0016841074683359265,0.041066377495428366,0.008777427851301688,0.006930694692828649,0.02006480747365281,29.25366810060476,0.608505561077489,0.005058954340940201,0.005696093607242539,0.0014090095554508749,0.00419683597366039,1.2647252828031341,0.007983717898471722,4.931456439762264,0.0010245387491387313,0.003555217472512299,0.0,0.0007284389752202193,0.016099042228944992,0.0007275349469253491,0.01967066095700941,0.00669782104441549
