component,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus simillimus,Clausocalanus brevipes,Clausocalanus sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Euphausia lucens,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Polychaeta indet,Primno macropa,Pteropoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Stephos longipes,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa sp.,Tintinnina indet,Tomopteris sp.
component_1,0.02550717188968244,0.0,0.0,0.0,0.0,0.00348813796211459,0.007988497037747556,0.6077965949961286,0.0,0.007423101018937006,0.0,0.0,0.0,8.156499044972165e-06,0.02043277122991631,0.0,0.0,0.0,1.3884521415006372e-05,0.0,5.486703673975897e-06,0.0,0.0,0.0,0.0013952426561958196,0.0,0.0,0.3180573632613827,0.0020259170146135256,0.0,0.0,0.0,0.0,0.0,0.0,0.002903884267779102,0.0,0.0,0.002953790941368352,0.0,0.0,0.0,0.0,0.0
component_2,0.007163248143826434,0.0004584767574098186,1.1342740273600665e-05,0.0004356967251755308,0.00017445886726769194,0.0,0.006960325679312772,0.0,0.00011382525881871223,0.021934364167245028,1.820257753183368e-05,4.156529478640828e-05,0.0008362204400439462,6.934802492553291e-05,0.0,0.27797851386193484,1.3043587146866901e-05,0.00019636798446172012,1.0832377913260499e-05,0.0009650464019434821,0.0,0.00029126469099901637,3.173493822476819e-05,0.0007738454804313442,0.00016539985474243896,0.000130600434988258,0.00037809666998117386,0.5512494704021967,0.01146654043954997,9.532978536713926e-05,0.00010733589283761909,2.6551055702237646e-05,7.90842228704082e-05,0.023832195673782308,0.00015044336485386234,0.09292724390601301,1.9306175243629674e-05,6.699370971692013e-05,0.0,1.3726538426890938e-05,0.0003033666913895514,1.370950312324758e-05,0.00037066946263701,0.00012621221690507932
