component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia superba F5,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Triconia antarctica
component_1,18.861551643363253,1.9639499156783122,1.4461295960445086,2.631619347304406,0.011085003952024568,0.12173095806006455,0.01708124950183245,0.5418618052812907,0.24493514465709926,0.06620735911074851,0.16105644580239512,0.0031450691110908894,0.0031713963780806444,0.027954448566733972,0.004499570980161411,0.0043979060409406285,0.1271960116258247,0.009007891782210314,0.0,0.0,0.008742516020482514,0.0010578561924991026,0.010659117045425643,0.2284249453439377,2.9608272120393795,0.23568133134395,17.180781349597314,0.0025464724659886684,0.03587781010082053,0.03394236858288009,0.004585636783199012,0.8757326577841545,0.2250443366793016,0.003701414979212913,0.06053990499155341,0.008961994925955943,0.00730093132112906,0.0373181964414595,0.006038449273622234,0.0030542645657769805,0.0,0.03721955564680986,0.010889812220190608
component_2,0.05289399862697965,0.0,0.0,0.0,0.00046701226105098356,0.05631871408350079,0.0,0.09360309779514553,0.08818314179050707,0.0,0.0,0.0,0.0022193430465968986,0.01803902678125805,0.009979278599251065,0.002936888719823203,0.06358304999863035,0.0,11.655844583544747,0.7690386621654387,0.0,0.0,0.0,0.0,0.0,0.920653225812092,14.558054571379856,0.0,0.0,0.012566619357041857,0.0,0.0,0.0,0.0,0.0,0.015654963382701788,0.0,0.0,0.009302927377329948,0.011701535204684255,0.028035055752379846,0.007052056165410718,0.0
