component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia superba F5,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Triconia antarctica
component_1,0.39111151078609746,0.04072429634385092,0.02998681878330363,0.05456903218777925,0.00022985768746505527,0.0025242026645810665,0.00035419531887381436,0.011235999736820075,0.005078954069251092,0.0013728700976769288,0.003339652592249928,6.521588227860711e-05,6.576180221997393e-05,0.0005796610384371343,9.330271640506508e-05,9.119460097933297e-05,0.00263752554474737,0.000186786868363378,0.0,0.0,0.00018128405941860638,2.1935614920012898e-05,0.0002210265332411909,0.004736599997918773,0.06139545812418761,0.004887067793197457,0.35625920269878825,5.2803433788464075e-05,0.0007439591809598599,0.0007038260322967606,9.508736948608025e-05,0.018159116986072702,0.004666499987739195,7.675222229532951e-05,0.0012553502570624776,0.00018583515510407701,0.00015139148322174608,0.0007738269080936024,0.0001252127641917843,6.333296704578405e-05,0.0,0.0007717815010693008,0.00022581020852090395
component_2,0.0018640315933713537,0.0,0.0,0.0,1.645792777418787e-05,0.0019847216144507286,0.0,0.003298656483848872,0.0031076524098597362,0.0,0.0,0.0,7.821162443324013e-05,0.0006357113605849737,0.0003516786605460084,0.00010349857265610555,0.0022407232781963176,0.0,0.41076233816952445,0.027101606987776965,0.0,0.0,0.0,0.0,0.0,0.03244463916512535,0.5130388014423002,0.0,0.0,0.00044285885188210844,0.0,0.0,0.0,0.0,0.0,0.0005516948443285828,0.0,0.0,0.0003278434414549485,0.00041237251632840087,0.0009879803191454686,0.0002485207364120476,0.0
