component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.0,0.0,0.0,0.0001761688215690963,0.0,0.0003246810858316498,0.0005870545337262995,0.11088471562819154,0.06122075104589995,0.0,0.0002493511979547311,4.430084546833531e-05,4.751780116402658e-05,0.0,0.00012598497314205418,0.006708492460093016,0.0,0.0015774350429106382,2.0526250022095658e-05,0.0037025468450083854,0.0004756566839894573,0.0,0.1746571399254465,0.6291090414357327,0.0,0.0,0.0,1.3903897756735377e-05,0.006384504999080176,0.0,0.0030666328474044063,0.0005141143404008292,1.9404585350285782e-05,8.93333187021113e-06,8.11414219868593e-05,0.0
component_2,0.5989183012952778,0.0007949729601177944,0.03455832136743048,0.0001582829675781022,0.005502301319386824,0.007352397826910513,0.014570991295583067,0.0,0.1053001929018328,0.0002770641805816734,0.000343580286728088,1.9684860777728423e-05,3.926615494225506e-05,0.0009218970362390633,0.00011893530682312035,0.0,0.00021761062899577658,0.0006110677825024764,2.8907141770468638e-05,0.00019585026406572045,0.0003982530367357627,0.00019586198267525603,0.0718145147384101,0.14271678240462835,0.00028277456743579,0.00030719344201841063,6.690099572294176e-05,0.00023623160100544845,0.0037485755058165003,0.0001503517229380426,0.0006188957937368085,0.008859443151786292,1.9917507882464484e-06,2.677529644145562e-06,0.0006164463972181535,5.347980189645951e-05
