component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.0,0.0,0.0,0.010917901187229215,0.0,0.020121812593733548,0.03638216645630899,6.871978580658087,3.794099912650758,0.0,0.015453311862673832,0.0027455042783736386,0.002944872157981529,0.0,0.007807803194625922,0.41575266918522696,0.0,0.0977600904313035,0.0012720955245630952,0.22946194584740334,0.02947838685976088,0.0,10.82421610342769,38.988456011745875,0.0,0.0,0.0,0.000861681314964327,0.39567384335365335,0.0,0.19005175891660717,0.03186176485395997,0.0012025813849840725,0.0005536350516679624,0.005028665228917001,0.0
component_2,26.523624184974707,0.03520607733271736,1.5304456825429362,0.00700970055155204,0.24367425746096047,0.32560740988820536,0.6452891759873663,0.0,4.663311735662895,0.012270031129409761,0.015215755442491955,0.0008717613876097031,0.0017389362365867848,0.040827021771691716,0.005267154758301214,0.0,0.009637078262022123,0.027061674655105984,0.0012801782195059129,0.008673401346014577,0.01763698630357346,0.008673920314953445,3.1803690016291966,6.320338338639142,0.012522920637948482,0.01360433199413635,0.002962769486786926,0.01046172439902499,0.16600896604804127,0.00665845840099982,0.027408345023411898,0.3923482387129054,8.820643694361001e-05,0.00011857675725028958,0.02729987134244358,0.0023684001038553233
