component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Echinoidea larvae,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia similis,Euphausia spinifera furcilia,Euphausia triacantha,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Globorotalia sp.,Haloptilus oxycephalus,Hansarsia megalops,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Solmundella bitentaculata,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Tomopteris sp.,Turborotalita quinqueloba,Vibilia sp.
component_1,0.5362187633060536,0.004319777463139057,0.026770038676212384,0.0002822093049196018,0.0013737143377672311,0.10336598998685731,0.03569257669417544,0.0003351521381823659,0.00026275008403926027,0.0,0.00515907961674365,0.00011014927883018608,0.0,0.0,0.0,0.0003153823882168877,0.0004832112473746159,3.067205204095417e-05,0.0,1.180614539338405e-06,0.0020287482852968572,0.0010571765004259242,0.0007597128444158203,0.00011908206225307267,0.0014566315946131824,0.008531102784319792,0.028239011165255175,0.003414725519083854,8.500202056293079e-06,4.805070889891514e-05,0.0002930272097416993,1.180614539338405e-06,0.004103418983805666,0.005131278714392419,0.010652933058831075,0.0020903299865466475,0.0018977649295100225,0.0019351899565326234,0.004647893851240523,0.1484219260754215,4.1390220734955964e-05,0.004540995939299158,0.0001902190304597624,0.0003724819039753091,4.517964640201413e-05,5.9931289763054154e-05,0.00016940637480967,6.722740538152799e-05,0.026696732998887158,0.0025206011790354843,0.008710854769356485,8.912409836874125e-05,6.518559329947939e-05,2.0842669378718373e-05,0.0006935629273058241,0.0,0.0005698739854759742,0.0021872763252546936,0.007359590492270706,0.0013602171756683283,0.001222874192309189,0.0033983389440423034,5.9760602249189176e-05
component_2,0.10676256106734988,0.007268166043512416,0.006478547752930342,0.0,0.0010977518745250705,0.016292815422797813,0.0,0.0,0.00011527960390898058,0.04642900630085399,0.00224798019015008,2.8041602880772805e-06,0.0004025055371982391,0.03599371654679245,0.0005883970599752873,0.00013053519958503476,0.0,8.182947817267034e-05,5.139066265776517e-05,6.357904062475388e-06,0.0,0.0,0.0012679792104540442,4.2366575689304815e-05,0.002139265067821729,0.012157458302028204,0.08729007923246918,0.004430356159953819,9.378639971799715e-06,6.0410553580358724e-05,8.914918156791674e-05,6.357904062475388e-06,1.978910485160337e-05,0.0,0.0,0.0,0.0,0.0012969789170579797,0.01962916884400651,0.49913851426532846,0.0,0.0,0.0,0.00014111720658036985,0.0,1.2080077291497314e-05,0.0,0.0,0.10362966086167473,0.0019517206342228091,0.03858952669398563,0.0,0.00047119011673556134,9.502672865652786e-05,0.0,0.0027168506154411055,0.0,0.0,0.0,0.0008659303018074912,0.0,0.0,0.0
