component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia longirostris,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia triacantha furcilia,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma piseki,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.13515423412812827,0.0005692651645389351,0.005097361011570666,0.0,0.00021937319015535083,0.010657701607107448,0.0006135723599405065,8.205442290228459e-05,0.08831371263312184,0.024435014876927688,3.742072446405009e-05,8.45654775593647e-05,9.57450346149667e-06,2.2622925588336666e-05,1.0252552840054998e-05,0.0001456648843293744,0.00016905082528929636,5.732716544913677e-06,1.6147796164675386e-05,3.890117403028349e-05,3.453993184142149e-05,1.2285087970366762e-05,0.00018529400176460535,0.00019660239181102336,0.0008240093900547385,3.7789898559967603e-06,0.023907301579578034,0.025112429372880156,1.8695448119865884e-05,0.0,0.0003574131078014315,0.0,0.0005246912320066645,0.0017140470628814835,0.00205873040850629,0.5990671976720925,4.581616949174581e-05,0.00019527886384344687,5.2248288763842545e-06,5.115893007490081e-05,0.00010651266363804717,4.231647798496736e-05,2.7564668459941597e-05,5.4652387488840064e-05,2.1210858027491534e-05,0.00021976577535242278,0.07646398598049535,0.0,1.7316597123064297e-05,2.8723727443758377e-05,0.0003056607494532214,0.0009754136976661157,0.0015302051363604112,7.853469113094924e-05,3.186710329318178e-05,2.8652713907381087e-05,5.58909341198794e-05,1.1872667894647463e-05,3.135726044639001e-06
component_2,0.26044370704378444,0.0,0.006388799643803885,0.00012883604935933895,0.0,0.07245290562812842,0.000771812635406039,0.0,0.0,0.06774869995534404,8.799011591306567e-06,2.5196874182168863e-06,0.0,4.0531070073538656e-07,0.0,0.0,0.00032190379362952035,2.4589295623545437e-05,0.0,0.0003972082520344565,0.0,6.687104621882975e-07,0.0003628200567805226,0.0001791929184277482,0.007832507447958844,0.0,0.021250068590355164,0.0,1.927912114928085e-05,3.31814377901712e-05,0.00013990263267918827,0.37231094540260345,0.013206502801799158,0.0,0.0,0.06490922076970031,3.7738491896436127e-06,0.00460826482808297,8.976685759412218e-06,2.6655075330599514e-05,0.0,1.6031264118002615e-05,0.00026997145557853457,0.00013663577613928446,2.6322242768655723e-06,0.00010443834075431443,0.10181167586849282,0.00037895609348107174,2.4134223463405254e-05,8.2606169745805e-06,6.190819925832079e-05,0.00026691292614646156,0.0,0.0006968996771641218,0.002363692025789758,0.000104742117918611,0.0,3.021094067181296e-06,0.0001679414614839896
