component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Egg mass,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia longirostris,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia triacantha furcilia,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma piseki,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,8.33189209500246,0.03509365396488977,0.3142384860648653,0.0,0.013523762394140482,0.6570184082207217,0.03782507243283144,0.0050584327006093326,5.444300941919866,1.5063524173525709,0.0023068862056937617,0.005213232412082749,0.0005902421793814546,0.0013946420257658972,0.000632042085197766,0.008979845182747219,0.010421525037434185,0.00035340643207799714,0.00099546785259145,0.0023981519075603874,0.0021292931511020284,0.0007573423652393434,0.011422872827574862,0.012120004413890037,0.05079794478873834,0.00023296447877781292,1.473820323341761,1.5481131843775662,0.0011525236882683847,0.0,0.022033549054170876,0.0,0.03234579187603564,0.10566635419017337,0.12691514791991887,36.93086850632808,0.0028244426293717066,0.012038412503124511,0.0003220965343314135,0.003153809333681382,0.006566216929187608,0.0026086961365712562,0.0016992870754239512,0.0033691715115605762,0.001307591889129694,0.013547964207137313,4.71379742153914,0.0,0.0010675212627465458,0.0017707399192597535,0.01884315647638151,0.06013160985572136,0.09433299786440097,0.004841450779833425,0.001964520517850573,0.0017663621272786367,0.0034455245533355425,0.0007319177857515241,0.0001933090088665123
component_2,15.028111146485784,0.0,0.3686462315773005,0.007434091963376857,0.0,4.18067432315541,0.044535098201447874,0.0,0.0,3.9092324576214965,0.0005077201736770763,0.00014539089081925605,0.0,2.3387219943415373e-05,0.0,0.0,0.01857447831644702,0.0014188504373511843,0.0,0.022919692810514418,0.0,3.858590120933178e-05,0.020935426704532856,0.010339781772276182,0.45195099478373957,0.0,1.2261705082880605,0.0,0.0011124429871106451,0.0019146338407288346,0.008072655459612848,21.483069535724667,0.7620410345658616,0.0,0.0,3.7453889565273695,0.00021775847731465858,0.2659058911998574,0.0005179723205861288,0.0015380499657027924,0.0,0.000925035285815182,0.01557788086671143,0.007884151449519622,0.00015188448760854035,0.006026296471607721,5.87473277173279,0.021866507573224604,0.0013925918839006748,0.0004766537515597291,0.0035722241473717994,0.01540139773808562,0.0,0.04021247403229367,0.1363896516557372,0.0060438250079683465,0.0,0.00017432303487354626,0.00969055070645405
