component,Calanoida indet (small),Calanus simillimus,Calocalanus sp.,Candacia sp.,Centropages bradyi,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Eukrohnia hamata,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces egg,Pisces larvae,Primno macropa,Protomyctophum sp.,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpa thompsoni,Scolecithricella minor,Siphonophorae nectophore,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,1.3801989935239125,0.5574557764936277,0.023202058366670577,0.0,0.0030584043905554545,0.010315897904061006,0.22345511830601233,0.10774886944835088,0.00022546913090935338,0.007040804080899993,0.9554406408821658,0.0,0.002893943585293509,0.14086831813794817,0.005492321685066901,0.0,0.0,0.0,0.0,0.01833675947525542,0.0,0.011197264300538438,45.9817660718093,3.8569779299042137,0.0,0.0006584001500930358,0.0,0.0,0.06309714709142597,11.66682185286533,0.30199078486092706,3.782799424814929,0.0003169371469372825,0.0,0.013631741571863684,0.0,0.005293536511757839,0.006781313935396839,0.01632543964367848,0.0011281613666196725,0.08334683853323724,0.0,0.0,0.0017871265998712913,0.018520814372833472,0.00015846857346864124,0.004355446355263831,0.0,0.09889365930400201,0.0043434220942024536,0.019606667750496798,0.0118624533300736,0.007513767426134823,0.013505541088937735,0.006417145377045256,0.023829231739521953,0.02223970278732184,0.021563930446523025,0.005587472990128906,0.001052031873404287,0.01864271084649289,0.021035660111220104,0.01048219471797796
component_2,5.866417663250205,0.4775430366440846,0.0,0.03742135333733726,0.0,0.0,0.32336883585203163,0.24220000042995776,0.0001613338926425888,0.012533638939228623,1.5086817294593082,10.280171806085892,0.0,0.770272565604389,0.0026258948200536753,0.0007092354062513536,0.012616287817665172,0.006998284630362065,0.006998284630362065,0.0020646055177014843,0.0007092354062513536,0.03985470522372217,31.663647172472608,19.4452514310999,0.12321112016084525,0.003883939265368949,5.808736995155557,0.06505536080014603,0.007114734467581626,0.0,0.46555260722225206,22.031377602268112,0.0008783168335006776,0.05861959132516655,0.006167947351731532,0.11137251998912945,0.0,0.0,0.0,0.0,0.005913841347946678,0.3208065781690459,3.368567030508253,0.00020094130093380866,0.00744474760864727,0.0004391584167503388,0.0,0.0123054934684496,0.03252091296525906,0.012209606884554025,0.07818712271996195,0.0054331408142567865,0.0,0.0,0.017662454054424778,0.0063170829344006306,0.011319900314929457,0.0,0.0022646579278389678,0.0005396290672172432,1.29900022113834e-05,0.033722877985482166,0.0
