component,Acartia sp.,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus simillimus,Calocalanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Clione limacina antarctica,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda megalopa indet,Echinoidea larvae,Euchirella rostromagna,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Hyperia sp.,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Mesocalanus tenuicornis,Metridia lucens,Metridia sp.,Microsetella sp.,Munida gregaria,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Ostracoda indet,Paracalanus sp.,Paraeuchaeta biloba,Phronima sp.,Pisces larvae,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpa thompsoni,Salpidae indet,Siphonophorae nectophore,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Themisto sp.,Thysanoessa gregaria,Thysanoessa sp. furcilia,Tintinnina indet,Vibilia sp.
component_1,0.0,0.49468012508017595,0.0005442176733488926,0.0,0.0,0.019928977665332137,3.615345069718831e-06,0.0015302561403694387,0.0015697998975143098,0.0009537328859495611,0.004559954814922207,2.9793932128139483e-05,5.538403340691028e-06,0.014282222654746326,9.059873363164281e-05,0.015046778498470427,0.0,6.22257645310048e-08,3.151774784010228e-06,6.0844702240793844e-05,0.0004748063140564956,0.0024688913739754482,3.6323247505973604e-06,0.12338821898878002,0.021615342797402872,2.9148849088837282e-06,2.7234627037721376e-06,2.914909400567042e-06,0.0014678045057488654,0.005993427911351111,0.0,0.0,2.8308100117631752e-05,0.0001175083216031561,0.001941861542709779,1.837754918969813e-06,0.0003124281332371369,0.0,0.002076261524112607,0.24054183546137278,0.0004192969910125299,0.0,0.00027031431437197915,3.4364006013515456e-06,0.0,1.5602936138326426e-07,0.0008396436607377996,0.04403165987898883,3.4022746353315374e-05,3.3628330302785003e-07,0.00023102347630250835,7.622766236333303e-09,0.00021261539343734223,5.323983418221489e-06,0.0001258853053956747,0.0,8.59813789322127e-06,5.1717133655142185e-06,7.861168080669885e-05,3.507642945245165e-06
component_2,0.019827735208210254,0.023808444304306436,0.0,0.0018585391733799532,0.21604117263330955,0.0,0.0,0.0039719302062847205,0.0,0.0,0.0,0.0,0.0,0.006824310702637408,0.002493807875610637,0.0,0.0008553711698295394,8.152051314250442e-07,0.0,6.05154241253044e-05,0.004583194845028049,0.0010786797074436385,0.0,0.0,0.017961621573054153,0.0,0.0,0.0,0.0011890199848501196,0.0,0.0009648525759330955,0.0021355979847884434,0.0,0.0,5.571367110689308e-05,9.314724470724102e-05,0.0,0.0004920331526980898,0.004910197721933107,0.2230902974862859,0.0,0.4562766707360111,0.005529162554917606,0.0,0.0007573194625392339,3.320132976565202e-07,0.0,0.0034686056634968924,0.0,3.3127833999277237e-06,0.0,0.0,0.0,0.0,0.0,0.0006093196592481276,0.0009236688256969765,1.5820113340600046e-05,0.00011879033739767195,0.0
