component,Acartia sp.,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus simillimus,Calocalanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Clione limacina antarctica,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus sp.,Decapoda megalopa indet,Echinoidea larvae,Euchirella rostromagna,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Hyperia sp.,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Mesocalanus tenuicornis,Metridia lucens,Metridia sp.,Microsetella sp.,Munida gregaria,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Ostracoda indet,Paracalanus sp.,Paraeuchaeta biloba,Phronima sp.,Pisces larvae,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpa thompsoni,Salpidae indet,Siphonophorae nectophore,Subeucalanus sp.,Teuthida indet,Themisto gaudichaudii,Themisto sp.,Thysanoessa gregaria,Thysanoessa sp. furcilia,Tintinnina indet,Vibilia sp.
component_1,0.0,56.4645591449707,0.06211895211995114,0.0,0.0,2.274764804631205,0.0004126684197905284,0.17466891019897052,0.17918257610329413,0.10886248348561493,0.5204895553542567,0.0034007859978969508,0.0006321731703865539,1.6302239870256756,0.010341263564559463,1.7174931261498634,0.0,7.102671369973631e-06,0.0003597548490037458,0.0069450319795577205,0.05419609125817073,0.281808093635762,0.00041460654130910174,14.083972724304155,2.4672525536071546,0.0003327153912071402,0.00031086577592204603,0.00033271818677549017,0.16754045720894603,0.6841113026862636,0.0,0.0,0.003231187816803245,0.013412820201968413,0.22165102329896372,0.000209767920834324,0.03566166480786325,0.0,0.2369919179786781,27.456305613748192,0.04786005854692063,0.0,0.03085464286464919,0.00039224305801527555,0.0,1.780974948760963e-05,0.09583993117723325,5.025931177415788,0.0038834779817154583,3.838457922724229e-05,0.02636984604838428,8.700898078934689e-07,0.024268681617091975,0.0006076985133702061,0.01436899909986221,0.0,0.000981422218104517,0.0005903178648234225,0.008973018472646309,0.0004003749140096025
component_2,0.9926565571573104,1.191946942311304,0.0,0.09304598219696855,10.815894219810236,0.0,0.0,0.19885087845066135,0.0,0.0,0.0,0.0,0.0,0.34165257382733155,0.1248501008320098,0.0,0.04282333769431322,4.081246348308487e-05,0.0,0.0030296467012664633,0.22945325665650435,0.054003065575693086,0.0,0.0,0.8992313667920827,0.0,0.0,0.0,0.05952714579645103,0.0,0.048304419346568504,0.10691666601308925,0.0,0.0,0.0027892515391602936,0.0046633275191960534,0.0,0.02463316814732821,0.2458243422374082,11.168801898576799,0.0,22.843054152572158,0.2768122232868497,0.0,0.03791447295710975,1.6621927493045015e-05,0.0,0.173652417681947,0.0,0.00016585132542109308,0.0,0.0,0.0,0.0,0.0,0.03050500467179217,0.04624259436802611,0.0007920188098949295,0.005947124374341096,0.0
