component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Sapphirina sp.,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,4.501336721711711,0.06621630805452604,0.046978083465451674,11.834342701750712,0.0061163146133089595,0.048957228458562256,0.0,0.12422953564531958,0.38069288507891824,1.9599665381607723,0.056096335973135424,0.03131049507539952,0.0037077920196269864,0.004679061977708583,0.0,0.002612408743532197,0.003815193429958009,0.027945043535156876,0.5217480483645094,0.34303050288035936,0.018651955975107243,0.002950326021205881,0.00047082712851186803,0.024211206935971914,0.19716180859155308,0.8188974094103455,0.007521559256655745,0.0,0.03590367915588049,0.10086752012311749,19.221705055902284,0.005342302025381671,0.2981114235469652,0.005488580624407865,0.027324911086552443,0.006015407007044232,0.006035882670345712,0.01236197521373734,0.0,0.0015046011235452044,0.012976530391475343,0.01635298735851661,0.09059174733071998,1.4424771350140126,0.003902030108139341,0.0030920343956526548,0.001127793643941117,0.0013257075386358624,0.1968807091437591,0.6065086428732512,0.008260792425770633,0.0005184250834623127,0.03841809292703438,0.019829450363213444,0.011965735694352022,0.0011783862162414818,0.0022875208135318885
component_2,13.270152101825179,0.09952356723586078,0.03649635062162893,0.0,0.0,0.018669987844475038,11.607398552228991,0.004065180033281311,0.006957110642773366,2.237051657771365,0.015531797985774452,0.0,0.0,0.00022928770520675476,0.01528617177871309,0.0230444446427702,0.0,0.022708267076553795,0.0,0.0,0.0,0.009966986997748844,0.001633940691742709,0.0,0.21213529815073476,0.2108177409908455,1.568515257300952,0.006592397856852841,0.02586513435826039,0.0,0.24866107917732375,0.0,1.0286965593334085,0.0,0.0008671375936690243,0.03648308828215636,0.0,0.03978562676959603,0.008972457422909598,0.0,0.02828134337508559,0.0,0.0,0.1091853307444974,0.004008550124420167,0.0006117044103891731,0.0015425575619502964,0.0,0.08855035284267682,0.20957015150516176,0.0013292245273854794,0.012208218981925,0.03115356347935324,0.025954753496265026,0.011951963890708465,0.0,0.0
