component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Hansarsia megalops,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Sapphirina sp.,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.1041686702968973,0.0015323592053754981,0.0010871536146338026,0.27386703534819795,0.00014154203512764467,0.0011329544322581935,0.0,0.002874885026342347,0.008809887835958307,0.04535699520585578,0.0012981656534744724,0.0007245786840629088,8.580468165356838e-05,0.00010828153826033413,0.0,6.0455629496265406e-05,8.829013492975424e-05,0.0006466963496432768,0.012074146811986274,0.007938315563900967,0.0004316383271199382,6.827561623838799e-05,1.089574918495262e-05,0.0005602889516437149,0.004562663205187526,0.018950693876420666,0.00017406181202707374,0.0,0.0008308728601428165,0.00233424782391643,0.44482330034423195,0.00012363005318491503,0.0068988108446581065,0.00012701519144394695,0.0006323454186703728,0.00013920685964149656,0.00013968070169140902,0.0002860773587647848,0.0,3.4819056661755684e-05,0.00030029922210157104,0.00037843624101750663,0.002096448775715024,0.033381400765537125,9.029968494975567e-05,7.15549916436658e-05,2.6099083788151824e-05,3.067915155872999e-05,0.004556158080708246,0.01403565268666623,0.0001911689384268017,1.1997247691412716e-05,0.0008890607175083741,0.000458887571572026,0.0002769076950836918,2.7269882888341018e-05,5.293716425894938e-05
component_2,0.4242314296710618,0.0031816534498218885,0.0011667461595907757,0.0,0.0,0.0005968579391123647,0.37107511992244907,0.00012995910854344967,0.00022241078864179448,0.0715159566930537,0.0004965336353575745,0.0,0.0,7.3300630045137055e-06,0.0004886812493271243,0.0007367042684788388,0.0,0.0007259570601239543,0.0,0.0,0.0,0.00031863305794259237,5.223519597491235e-05,0.0,0.0067817203697164334,0.006739599589688879,0.050143620431760925,0.00021075134228404707,0.0008268784595113802,0.0,0.007949407385348361,0.0,0.03288624039235322,0.0,2.7721386933698973e-05,0.0011663221779218346,0.0,0.0012719005174404556,0.00028683909656620566,0.0,0.0009041218699656494,0.0,0.0,0.0034905288654886657,0.0001281487157903025,1.9555483205034292e-05,4.931378290427246e-05,0.0,0.00283085246469473,0.0066997155953613845,4.2493772285324796e-05,0.0003902826548406406,0.0009959434279865134,0.0008297434798027727,0.00038209047566491536,0.0,0.0
