component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calocalanus sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia
component_1,0.48153129056296945,0.0031261640572676106,0.043109830895237816,0.0,0.0,0.02095006166400094,0.0016329825004427316,8.945226965361485e-06,0.0,0.0005173078680182992,0.0,0.0,0.0030401937135313044,0.0,9.024412194118781e-06,0.0,0.00018539559047608218,0.0004976334495853147,0.20132587109972624,0.00016590082022005683,7.710434793505806e-05,0.0013383361793412587,0.003539341750634575,0.002606838359700911,0.0007963897042165335,0.0,0.004382234188186389,0.20704942225740405,0.0,0.002156995035113228,0.0013945943325575302,2.3090456053390694e-06,0.00011177228386662473,0.0,8.945226965361485e-06,0.00011334941226319483,0.0013536329475971071,0.010054209045138063,0.00039129298075845135,0.0,0.0038206152936057836,0.003058054409604379,0.0,0.0,0.00023860041056884506,0.0006951060126076117,0.00034292988595687797,0.00028405201208360644,8.327301765371202e-05
component_2,0.0,0.00014917218340442756,0.13772209343790173,0.00031278380024338427,0.0005772518444830446,0.01721709463729742,0.005639232677366321,3.862934150279256e-06,0.38024039551857636,0.00022543951948708152,0.0003355335695358412,0.00011298420091132432,0.002169821000757582,6.237810742224079e-05,0.0004066554808761471,0.00034050398575050973,0.0012388087963134517,0.0001320035499143643,0.11996921196679103,0.0007062876319847974,0.0,0.003484235026811003,0.013810645777652073,8.757506043018057e-05,0.005478386604455172,0.005207086360428814,0.003388319305256752,0.25657983485699287,0.002319369971454751,0.0020500576900094707,0.0,9.615663013227094e-05,0.00019406731797937173,0.0003124048494059057,3.862934150279256e-06,0.0005718021110555727,0.0,0.026068356693454246,0.0,0.00033183846966457035,0.0010854890685991164,0.007753321293308639,0.000168559694383938,0.0001085576760821224,0.0005557486923104263,0.00158172761718151,0.0003687687902976777,9.705014759893011e-05,0.0007352625177369358
