component,Acartia sp.,Bivalvia larvae,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus propinquus,Calanus simillimus,Calanus sp.,Calocalanus sp.,Chaetognatha indet,Cirripedia nauplius,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Clione limacina antarctica,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia lucens,Euphausia similis,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus sp.,Hyperia sp.,Hyperiidea indet,Hyperoche sp.,Isopoda indet,Limacina sp.,Mecynocera clausi,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma robusta,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Subeucalanus longiceps,Teuthida indet,Thalia sp.,Themisto australis,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Thysanoessa sp. furcilia,Tintinnina indet,Vibilia sp.
component_1,3.824406358537872e-05,4.6531653157231404e-05,0.009989736422705165,0.0005256993684326722,3.9427709437187816e-05,0.00011500945162482994,3.8405569035525184e-05,0.0,0.0,4.854720939734491e-05,0.0001303430420239111,8.753094948555792e-06,0.00018788351958703298,0.0,0.0,4.210601914638168e-06,0.0,0.10630863492722094,0.0220788902005552,1.2549431150503428e-05,0.0,1.4323884528924687e-06,0.0,0.0,5.361568745391453e-08,7.060411456651855e-06,0.0,2.8521850741300042e-05,0.0002449758350841124,1.6242339837429972e-06,0.05191161101462345,0.20096386056628934,3.415639204590945e-06,0.0,0.0,0.0006906022312307158,0.0,2.6690456697302843e-05,0.01814718496507144,0.0,8.932599909141706e-05,0.0,0.0,6.651014780760586e-05,0.0005404626238310281,0.0,0.0,0.0004137807609361766,0.5728900930039218,0.00010702878988010916,0.0,0.0001954367369537686,0.0,0.0,0.0,1.7394158528976472e-07,0.0,3.857166168833087e-05,0.0001403926152897581,8.484198536123677e-07,2.9029889075519392e-05,0.00012280516966766734,0.01241450580888933,0.0,2.9628730496838887e-07,0.0,0.0,0.0,1.664974164169514e-06,0.0011210620567097113,0.0,0.0,0.0,0.0,0.0001415996794544966,2.7291155765175945e-05,5.922080483092928e-05,0.0
component_2,1.3530287976878449e-05,1.442766687260692e-05,0.45017371202957635,0.0004868619207633747,4.216751880662561e-06,5.230803477034043e-05,4.780737845854043e-06,0.05966787333818344,0.03398801164793472,0.00020368140986126135,0.000609068823912959,1.870059653939424e-05,0.00012721166521089276,0.06250960307528884,0.00098223468494669,6.29514642113088e-07,8.974899879388692e-05,0.0,0.14157011727725874,4.2647101914350186e-06,6.997130488344178e-07,1.8836176333663426e-06,1.0455802299882363e-05,8.522412110082217e-06,1.927333601000958e-07,5.399453602449011e-06,0.00029590480286574843,0.00012479836143097813,0.0034430436201262618,1.1814033405749527e-06,0.0430012563391668,0.0,5.442908440116897e-06,7.977284087971756e-05,8.467721205047482e-05,0.0015719372529418795,1.5207177650803922e-05,0.0,0.009315796254501596,7.222108863630641e-05,0.00012568400040512777,0.0011277254485225867,0.0025625407307829735,0.0001434654175138519,0.0014103270211195578,0.0054689258937583585,3.3132599752265016e-05,0.003251624916967778,0.13420751478096202,0.000104598086145919,0.0023077769333554356,0.00033280756946032125,1.0654198509724182e-05,1.0810830783542946e-05,0.0002411722314184277,5.695355305332023e-07,1.3281620597929393e-05,0.0,0.0,2.7546983106438396e-05,3.4017061283615117e-06,0.0003389429839144923,0.037720943633973436,5.178811703160376e-05,0.00013455266640489993,0.0003125126209326266,9.043119848854863e-06,4.887640180052184e-05,3.370397106765655e-07,0.00025275791842296614,6.835004437822964e-05,0.0008012591482848763,3.178373754196265e-05,4.709888767548218e-05,0.0,0.00014292276031223513,8.677545758193309e-05,9.118790828147728e-06
