component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Egg mass,Euaugaptilus sp.,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.4835257600696525,0.011263232319531385,0.0007692674631753697,0.05165160871632367,0.0010890967807386982,0.00023940825042018988,0.010399057835989012,0.0074397578188404425,0.01736087672535521,0.25900750637524844,0.00021032387997244953,0.0,9.168852450229474e-05,0.00012576276742667822,0.0001311857222894923,0.00015718499989363606,0.0010632050229360459,0.013578924699245288,0.006300074770666524,0.0,0.0002456350346119839,0.00011662467408679861,0.0006889551953520629,0.0011146841622260702,0.0024135712585236857,0.0013103565324341223,0.0,0.0876635510978466,0.0030502336602412877,0.0008086035156057519,0.0,0.001042094890122706,0.0,0.002005095724246621,0.023652967804383685,0.0001452509108632527,0.000336887527035624,0.00023326853810365006,0.0001201851369479095,0.0037436261229002346,0.00488903682378499,0.000688849212777631,0.0013265994356977627
component_2,0.0,0.0,0.0001508880190372642,0.0,0.0,0.00014804435187931644,0.004350530283969168,0.0050379130063658425,0.04391258305326984,0.10354565367242112,0.00015515273210904855,5.344994969903352e-05,1.3433388445249136e-05,0.0,0.0,0.00012560589381179366,4.69892287450357e-05,0.0,0.0030904338823677753,0.05090328605685232,0.00016632793543281627,4.3189743146580415e-05,0.00037689364580671393,0.0018838845407853106,0.00020738621443876633,0.0011581101449992207,0.0017759491848315608,0.7640952047719457,0.0,0.0,2.2259338463674593e-05,0.0,7.050319815747432e-05,0.0003585665004334347,0.01725632493258567,7.086950897769059e-06,7.03730611432421e-05,0.0001073554438144506,0.0,0.0,0.0,0.0,0.0008666208741447948
