component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Egg mass,Euaugaptilus sp.,Euphausia frigida,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,21.71764002093813,0.505889954968567,0.034551776192144015,2.3199406055261216,0.04891696324232745,0.010753061429280038,0.4670754141545474,0.33415796115859814,0.7797666687186117,11.633365273792633,0.009446732088049806,0.0,0.00411820534423018,0.00564865563856643,0.005892228559155866,0.007059990441645634,0.0477540306296238,0.6098996637679732,0.28296890729176544,0.0,0.011032738478018807,0.005238216654706192,0.030944537310806035,0.050066224742151395,0.10840595493805597,0.05885488182964568,0.0,3.9374229936082346,0.13700175271597997,0.036318561536537515,0.0,0.04680586549945934,0.0,0.09005920830451204,1.0623769871711635,0.006523968845810993,0.015131359368836536,0.010477295228315845,0.005398135436932783,0.1681455906266831,0.21959190296868158,0.030939777085829245,0.059584434534187936
component_2,0.0,0.0,0.004370318731505376,0.0,0.0,0.004287954790843681,0.12600870574963438,0.14591805048469542,1.27188351660376,2.999095042123865,0.004493841828574547,0.001548123687076949,0.00038908449805654386,0.0,0.0,0.003638047566769288,0.001360995444659552,0.0,0.08951128903915957,1.4743621526007122,0.004817520280487827,0.0012509471904180195,0.010916342931426818,0.054564808717875286,0.006006731769696671,0.03354348802595473,0.051438570392751036,22.13124413306511,0.0,0.0,0.0006447192060669191,0.0,0.0020420537661280437,0.01038551571776923,0.4998119835558136,0.00020526635882289545,0.002038284479245029,0.0031094417570390097,0.0,0.0,0.0,0.0,0.025100796362454717
