component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Copepoda nauplius indet,Ctenophora indet,Decapoda (natant) indet juv,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiella antarctica,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pleuromamma borealis,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,2.9710587750486748,0.0,0.0,0.0,0.0,24.777418709279367,0.0,0.0,0.2640107822710467,0.0,0.048903516806479655,0.019636579545269758,0.0010302880251121553,0.0,0.0,16.89687646591303,0.5007575517401228,0.0,0.0,0.0,4.553153426478468e-06,0.0,8.38120380312154,0.0,0.0,0.0,2.152084157498837,40.66905127414714,0.0,0.0,0.0,0.0,0.0,0.005290697861874607,0.0,0.0015976752943297745,0.14891978310870022,3.8620605237862846,0.0006955066461186903,0.0,0.038081161051451005,0.011770071753807485,0.0,0.0,0.0,0.0011643468681960954
component_2,47.692042025765865,2.8623201140477783,0.038067748063896324,0.003963211656015005,0.0485115775209352,8.82168588468106,0.007883113961777835,0.0038213083999924704,0.0,0.000838758106609297,0.0014860284197968773,0.006256663872620731,0.0,0.45034484353034776,0.19202350199380866,0.0,0.0,0.08687802690122802,0.04190527742442468,0.011956011418854726,0.003563422299234722,0.05638478911897502,5.2045393046300035,0.7630634655473705,0.014026242637000976,0.20918778405098282,0.0,17.573301002293114,0.031405950240450446,0.3014727548493185,0.014577284799412714,0.008751013177843684,0.056778678063233765,0.004580522555828679,0.001032923351894081,0.001371759222929686,0.0,2.2940766167726676,0.0,0.17357706302953305,0.0,0.032978272690528526,0.5146926346784121,0.5263122867893155,0.03585880316253709,0.004244049227260998
