component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Copepoda nauplius indet,Ctenophora indet,Decapoda (natant) indet juv,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiella antarctica,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Pleuromamma borealis,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.029488944062941638,0.0,0.0,0.0,0.0,0.24592576911577674,0.0,0.0,0.002620412378168726,0.0,0.00048538692122096396,0.00019490088875420415,1.0226019827141658e-05,0.0,0.0,0.1677082423028071,0.004970218548476262,0.0,0.0,0.0,4.519186487692923e-08,0.0,0.08318679260268613,0.0,0.0,0.0,0.021360294138976225,0.4036565645176718,0.0,0.0,0.0,0.0,0.0,5.251228774502759e-05,0.0,1.5857564912852547e-05,0.0014780882797870319,0.03833249200927134,6.9031810326479294e-06,0.0,0.00037797072125566174,0.00011682265947739522,0.0,0.0,0.0,1.1556607346326706e-05
component_2,0.5413659140524957,0.03249100854216224,0.00043211781989534995,4.49875410992661e-05,0.0005506686942144588,0.10013746192423953,8.948346546353014e-05,4.3376756938207087e-05,0.0,9.520981483832593e-06,1.6868330640082366e-05,7.102116857337807e-05,0.0,0.005111992221363051,0.0021797133077312405,0.0,0.0,0.0009861771575863938,0.00047567870556351527,0.00013571608124251678,4.0449418566268077e-05,0.0006400397551348283,0.05907820378819093,0.008661750115101797,0.00015921586376611399,0.002374549948190393,0.0,0.1994795306706785,0.0003564978607840523,0.003422102861579125,0.0001654708998531477,9.933523595717128e-05,0.000644510900409518,5.1994812445534944e-05,1.172500632793626e-05,1.5571228532845467e-05,0.0,0.026040715217742837,0.0,0.0019703225400741647,0.0,0.00037434573947022626,0.005842422274102474,0.005974320245311021,0.0004070434589575256,4.817540813116488e-05
