component,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia spinifera,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta biloba,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces egg,Pleuromamma borealis,Pleuromamma robusta,Polychaeta indet,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Temora turbinata,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,26.106601884681737,0.14299540822670656,0.04358772172407668,0.3186980172297219,1.6775824527074041,0.0,0.05615258822881817,3.386877978316516,0.8769290236384584,0.0014183984677361113,0.8046815371802646,1.2148608176139701,0.00040246389568538007,0.007511798837941061,0.010632616633024653,0.0021622066621309124,0.0017507542241210778,0.04103324015661257,0.2565339664821949,0.3118472663160239,0.009294271482700942,0.0,3.5515413113768863,0.0,0.002465162338778226,0.0029792507886198635,0.0442578393955908,0.07165307796518317,0.1147997224578705,0.8239221829605577,0.036950254570633716,1.489653591915069,17.127325841197983,0.11103024489322687,0.10050174109158366,0.0022052682189810393,0.025230498062070887,0.0,0.00572756237913052,0.000997370367359268,0.1423131831761653,0.003921411304184003,0.00022971989977094978,0.001362979003229524,0.00939939472547565,0.48022177551571127,0.10468684221553633,0.003236130731119852,0.13224607391368992,0.08146465911943196,0.1167888801911964,0.005581677354321903,0.013031938097648625,0.0010651203764491606,0.0032943398242383883,0.001537618291332235,0.020139792292519134
component_2,1.9295878852823423,0.0,0.0,0.0,2.374953469833097,0.00607419248299274,0.0,1.1602642867528712,0.0,0.0,0.07750213503579556,0.618634610409155,0.0,0.0005282718708282595,0.005508334922190105,0.00020654557103671643,0.0,0.0,0.0,0.0,0.0,14.527318511641926,0.0,0.005292261222289326,0.0,0.0,0.0,0.004303015664480653,0.0,0.0,0.0,2.959702531804395,15.274245695373551,0.0,0.0,0.0,0.0025281237953246327,0.011298405866337468,0.0,0.0,0.0,0.0,0.0009278452425545427,0.003206845642779249,0.002960987043462109,0.08577465773260651,0.0,0.0,0.0,0.0,0.08086051276638706,0.012141573048945304,0.0,0.011889519316689457,0.00011579461320598616,0.0028551468780812217,0.0
