component,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanus australis,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia spinifera,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella antarctica,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Nyctiphanes australis,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta biloba,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces egg,Pleuromamma borealis,Pleuromamma robusta,Polychaeta indet,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Temora turbinata,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.4358122930303896,0.0023871033475507167,0.0007276345284786559,0.005320206524259292,0.028004834129368033,0.0,0.0009373869622592149,0.056539072548171476,0.014639072917453207,2.367812905660363e-05,0.013433004702290271,0.02028035977167056,6.718557781489962e-06,0.00012539871296949606,0.00017749629217238223,3.609494056680619e-05,2.9226331956842847e-05,0.0006849911207177392,0.004282466813054916,0.0052058430587318,0.0001551545384885788,0.0,0.05928789083850492,0.0,4.115235128266461e-05,4.97343209750658e-05,0.0007388211823493045,0.0011961454174935968,0.0019164167939057987,0.013754199700932173,0.0006168315295731116,0.02486763120612765,0.28591615183402624,0.001853490769744153,0.0016777324920394774,3.681379152700426e-05,0.0004211869956611154,0.0,9.561344310337445e-05,1.664966849072949e-05,0.0023757145783438894,6.546234013682533e-05,3.834844408939796e-06,2.2752980543908694e-05,0.0001569094203260085,0.008016614114509777,0.0017475967557016153,5.402256336175968e-05,0.0022076586210329078,0.0013599356993531408,0.0019496229306825868,9.317810174943349e-05,0.00021754952444802175,1.7780657768641627e-05,5.499428072502533e-05,2.5668333102523204e-05,0.0003362049606811757
component_2,0.049276120342443636,0.0,0.0,0.0,0.06064947540343614,0.0001551173916762649,0.0,0.029629810105647646,0.0,0.0,0.001979181441772668,0.015798147232906044,0.0,1.3490542969828092e-05,0.00014066701837351568,5.274579350457905e-06,0.0,0.0,0.0,0.0,0.0,0.3709858984359926,0.0,0.00013514911803823768,0.0,0.0,0.0,0.00010988663399871164,0.0,0.0,0.0,0.0755822832675426,0.3900602687061068,0.0,0.0,0.0,6.45610046213488e-05,0.00028852876378105595,0.0,0.0,0.0,0.0,2.369449672648183e-05,8.18936069294969e-05,7.561508599786111e-05,0.0021904378592972865,0.0,0.0,0.0,0.0,0.0020649447420453553,0.000310060826599176,0.0,0.0003036240998047477,2.9570611107511096e-06,7.291223283105155e-05,0.0
