component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia falcifera,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Cyllopus lucasii,Decapoda megalopa indet,Decapoda zoea indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia similis,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiella dilatata,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea curvata,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Stephos longipes,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Tomopteris sp.,Triconia antarctica,Vibilia sp.
component_1,0.12601965977411445,0.002635088611676536,0.0,0.011533722690088597,0.0,0.0,0.003105511152257427,0.0001604660841989191,6.541291003230056e-06,0.0,0.050756799717028005,0.0221341903193572,0.0,0.0,0.0,3.3578547823574675e-06,0.0008158334935693381,0.0,5.2436688836654916e-05,0.0,0.0,0.0,0.0,4.1597923430580884e-05,0.0,0.0,0.0,0.04533152595769136,0.00014578645411265066,4.898221181704757e-05,0.0,9.643769135215137e-05,0.0,0.0,0.0,0.013307417252068155,0.6646087643991047,0.0,0.0,3.720445711819512e-05,0.0002389387020577641,0.0001333395033892675,0.0001670616815950323,0.0,0.0,0.0009274068329654294,0.05729742874121974,0.0,0.0,0.0,0.0,0.0,0.00020604993822543813,0.0,2.4868540563428004e-05,0.00016358203637653807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_2,0.31330671939895743,0.0028482807972416194,6.086322407791767e-05,0.012388167220126305,0.00012257582882726177,0.002580485314031802,0.038338296434992515,0.0010166696755934464,0.0,8.25749916236482e-05,0.0,0.025588185589450974,6.515989267638362e-05,2.4069142660477672e-05,3.756982171147427e-05,5.951736857762125e-05,0.0016903908896166843,0.0023846550432452124,0.0003251952074180469,5.1169454662655314e-05,0.000373435683091728,0.0008949682481784078,0.0011982803885483377,0.0021113778469729364,0.000712589362459036,0.00037379467701567393,0.2840195058660077,0.14397417102310603,0.00017545922300565866,3.0393511381224593e-05,1.3206117192194788e-05,0.0021877736192247293,0.014609815342376695,0.003446588620077935,0.00036585774788598624,0.030216386125169692,0.06466764211198252,0.00011025007063775974,0.006795549440813018,3.8555330258083155e-06,0.0,0.0002938264115003342,0.0,0.00035788257534278195,0.00019150596179074567,0.0034781000432629254,0.02440410594962993,0.0021412739708337853,9.482765313304263e-06,7.702777816021074e-05,0.0001412504616668089,0.00016194127065826118,0.00027967864236317703,0.004271766786674641,0.00012598233013269968,0.0008054740767300963,0.0013317626904202804,0.0023608939837729574,3.655679958864184e-05,0.00021283752643736552,0.0017643995447403063,0.00028314382994755347,1.9660747388392302e-05
