Segment_ID,component_1,component_2,component_3
SA_862.0_02-Feb-2015_01:22,0.03917929674904593,0.960820703250954,0.0
SA_862.0_02-Feb-2015_01:51,0.005484453945809789,0.03329784723147855,0.9612176988227116
SA_862.0_02-Feb-2015_02:25,0.0,0.0,1.0
SA_862.0_02-Feb-2015_03:02,0.005802943812521389,0.014726562608818513,0.9794704935786601
SA_862.0_02-Feb-2015_03:37,0.00548445394580979,0.03329784723147856,0.9612176988227117
SA_862.0_02-Feb-2015_04:08,0.005484453945809789,0.03329784723147855,0.9612176988227116
SA_862.0_02-Feb-2015_04:40,0.0,0.0,0.0
SA_862.0_02-Feb-2015_05:13,0.0,0.0,1.0
SA_862.0_02-Feb-2015_05:45,0.00548445394580979,0.033297847231478564,0.9612176988227116
SA_862.0_02-Feb-2015_06:17,0.9942521312866007,0.0,0.005747868713399332
SA_862.0_02-Feb-2015_06:49,0.005484453945809789,0.03329784723147855,0.9612176988227116
SA_862.0_02-Feb-2015_07:21,0.04681115979440023,0.03283787820077848,0.9203509620048214
SA_862.0_02-Feb-2015_07:53,0.00548445394580979,0.033297847231478564,0.9612176988227117
SA_862.0_02-Feb-2015_08:26,0.00548445394580979,0.03329784723147856,0.9612176988227117
SA_862.0_02-Feb-2015_08:58,0.0,0.13446284072468068,0.8655371592753194
SA_862.0_02-Feb-2015_09:30,0.0,1.0,0.0
SA_862.0_02-Feb-2015_10:02,0.005484453945809789,0.03329784723147855,0.9612176988227116
SA_862.0_02-Feb-2015_10:34,0.005484453945809789,0.03329784723147855,0.9612176988227116
SA_862.0_02-Feb-2015_11:06,0.16580688006328406,0.03151344778742622,0.8026796721492897
SA_862.0_02-Feb-2015_11:38,0.00548445394580979,0.033297847231478564,0.9612176988227116
SA_862.0_02-Feb-2015_12:10,0.0,1.0,0.0
SA_862.0_02-Feb-2015_12:42,0.0,0.0,1.0
SA_862.0_02-Feb-2015_13:13,0.039171617588162184,0.9608283824118379,0.0
SA_862.0_02-Feb-2015_13:45,0.039194692398451164,0.9608053076015488,0.0
SA_862.0_02-Feb-2015_14:17,0.00548445394580979,0.033297847231478564,0.9612176988227116
SA_862.0_02-Feb-2015_14:49,0.0,0.0,1.0
SA_862.0_02-Feb-2015_15:22,0.0,0.0,1.0
SA_862.0_02-Feb-2015_15:54,0.3341126075176762,0.6658517875341436,3.56049481801266e-05
SA_862.0_02-Feb-2015_16:27,0.0,0.0,1.0
SA_862.0_02-Feb-2015_17:00,0.0,0.92304642997775,0.07695357002224999
SA_862.0_02-Feb-2015_17:32,0.07244583470618426,0.04419395361675509,0.8833602116770606
SA_862.0_02-Feb-2015_18:03,0.0,0.02551795614018423,0.9744820438598158
SA_862.0_02-Feb-2015_18:35,0.019577070339554466,0.06051012278947304,0.9199128068709724
SA_862.0_02-Feb-2015_19:07,0.004184295929489646,0.0,0.9958157040705103
SA_862.0_02-Feb-2015_19:40,0.0021313003040987263,0.0,0.9978686996959013
SA_862.0_02-Feb-2015_20:13,0.0,0.0,1.0
SA_862.0_02-Feb-2015_20:47,0.0,0.11184067703223126,0.8881593229677687
SA_862.0_02-Feb-2015_21:19,0.0,0.133386778176933,0.866613221823067
SA_862.0_02-Feb-2015_21:51,0.001328191005807125,0.1496536326745022,0.8490181763196907
SA_862.0_02-Feb-2015_22:23,0.0,0.00750233760797436,0.9924976623920256
SA_862.0_02-Feb-2015_22:55,0.014907468662099157,0.0,0.9850925313379009
SA_862.0_02-Feb-2015_23:31,0.0,0.0,1.0
SA_862.0_03-Feb-2015_00:06,0.017825359547302248,0.001171788689255949,0.9810028517634418
SA_862.0_03-Feb-2015_00:33,0.1038958674123753,0.11034643180811508,0.7857577007795097
SA_862.0_03-Feb-2015_01:01,0.0,0.1700607348964726,0.8299392651035273
SA_862.0_03-Feb-2015_01:33,0.0,0.10950748945009163,0.8904925105499084
SA_862.0_03-Feb-2015_02:05,0.2127452551630245,0.7098500922191953,0.07740465261778028
SA_862.0_03-Feb-2015_02:36,0.0,0.02340144054618752,0.9765985594538126
SA_862.0_03-Feb-2015_03:07,0.0,0.19136294845423274,0.8086370515457674
SA_862.0_03-Feb-2015_03:38,0.11877458240342047,0.2539556192500915,0.6272697983464881
SA_862.0_03-Feb-2015_04:10,0.17028928380836628,0.08691783442476772,0.742792881766866
SA_862.0_03-Feb-2015_04:42,0.1947563341019527,0.18482688426273702,0.6204167816353103
SA_862.0_03-Feb-2015_05:16,0.4359550494382721,0.21540144308550882,0.3486435074762191
SA_862.0_03-Feb-2015_05:53,0.16574122039729208,0.27268372460382945,0.5615750549988784
SA_862.0_03-Feb-2015_06:37,0.16118725633558922,0.5062443496784128,0.3325683939859981
SA_862.0_03-Feb-2015_07:26,0.19705849494212943,0.4119247749823061,0.3910167300755643
SA_862.0_03-Feb-2015_08:27,0.10480258472209461,0.6719340020393393,0.22326341323856624
SA_862.0_03-Feb-2015_09:23,0.0,0.8674509142523016,0.13254908574769853
SA_862.0_03-Feb-2015_10:06,0.09362560054727767,0.663833474300995,0.24254092515172723
SA_862.0_03-Feb-2015_10:49,0.1700630152162057,0.7949229842007141,0.03501400058308024
SA_862.0_03-Feb-2015_11:49,0.16577900092912098,0.7427572391624432,0.0914637599084358
