component,Calanoida indet (small),Calanoides acutus,Calanus sp.,Cirripedia nauplius,Clausocalanus sp.,Clione limacina antarctica,Clione sp.,Clytemnestra sp.,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Eucalanus sp.,Euphausia crystallorophias furcilia,Euphausia frigida,Euphausia frigida calyptopis,Euphausia superba,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba F1,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Iospilidae indet,Limacina sp.,Lopadorrhynchidae indet,Microcalanus pygmaeus,Neocalanus tonsus,Oithona similis,Oncaea sp.,Paralabidocera antarctica,Pelagobia longicirrata,Pisces larvae,Pleuragramma antarctica,Polychaeta indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Stephos longipes,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura calyptopis,Thysanoessa macrura F1,Thysanoessa macrura furcilia,Tintinnina indet
component_1,0.04078370160716757,0.0,0.030939819941015783,0.0026801303472794944,0.0,0.09487362723404431,0.00016240545742450134,0.006955246962491684,0.0,0.0,0.00044552650429653315,0.0,0.0008910530085930663,0.008788874529407633,0.26308303753673384,0.0003718668513380535,0.0,0.13276717057506296,0.15648549445655843,0.0,0.1089514566219124,0.0,0.0,0.012141259971827544,0.0,0.0,2.2225289235687726,37.90300533664016,0.0,0.0046393540703878675,8.885559530703858e-05,0.4390571658810955,0.05382138451636611,0.024409644596692606,0.00010389681267513046,4.114919032843778,0.002151393312469525,0.0,0.0,0.0,0.005396385433372458,0.11643294513293344,0.0,0.0,0.0,0.0026801303472794944,0.0,0.0,0.24834727804368392
component_2,20.327461431208768,0.9067389854744845,0.0,0.0,0.02814376132302836,0.03424245397890699,0.004696422586968076,0.01583678421174786,3.0036433679838623,2.7264581742272056,0.0017511189806804918,0.0,0.0035022379613609835,0.0,0.0,0.0021877248935251734,0.009518723621526573,0.17665933436648465,0.11308189191428653,0.029594902329839842,0.05392811855582821,0.03141038461231244,0.027912253376115755,0.00211162724858142,0.0,0.022868196075917457,0.0,2.765150075700741,0.04873680124997514,0.18321702750507707,0.054740847092978454,22.128739311016908,3.1083838117192673,0.009420386533101652,0.0007886732012827612,0.0,0.011829707229367836,0.044496719090917146,0.012357339533122132,0.03231031039095108,0.003941948302546735,0.25436922066090706,0.16072938720024849,1.0344756458733049,0.40853198705574517,0.0,0.05583106528875843,0.003937530316542701,1.3386276093372476
component_3,0.0,0.0,0.0,0.0,0.0,0.0011051498180895693,0.0,0.0006423777231121974,0.1555125667595892,0.0,0.0,0.007176431017300931,0.0,0.0,0.0,0.013679328087890668,0.009904397127558723,0.050121180871108346,0.004924642985648346,0.0,0.0,0.0,0.0,0.0061723109694248775,21.92700961769331,0.0,0.0,0.0,0.007305206986737413,0.0,0.0,1.9904703972072424,0.0,0.0,0.001526715730890064,0.0,0.02251940455407553,0.06652625811671292,0.008805810337663006,0.04749595747464246,0.0006170537402631197,0.01099702743426138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
