component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Decapoda zoea indet,Egg mass,Eukrohnia hamata,Euphausia longirostris,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Subeucalanus longiceps,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.37490110519055336,0.02622464789510129,0.00036774868120812684,0.0005322782285754808,0.034711808159180346,0.0203058071184789,0.1409324614658104,8.448347304404825e-05,0.00010873468775872475,1.9841925424760784e-05,0.0006548421532398076,5.4358466091746365e-05,0.00029491650886955033,0.0028364713863808766,0.009487781047272464,0.03430713241370259,0.0,0.00011661260063831139,0.0013617641344801535,0.0003452281665581951,0.01644862392585355,0.005307235931279795,0.0325467014020273,0.00014163795369254124,0.26353869133207547,0.009971927020824462,0.003966284939415101,0.0008153976160677939,0.0,0.0011776081722730716,0.00018797053246852804,0.0040044518581383295,0.00019687248777431463,8.753910335041375e-06,0.0017385842041621993,0.008474894181857788,0.00035413774197122873,0.003190420423182427,2.8681749842424066e-05,0.0002531009143897044
component_2,0.0,0.021510957694955368,0.0,0.0015178019253994715,0.0,0.013285190622619254,0.015271439090009286,0.0,0.0,9.89876884201585e-06,0.00020866516732160966,0.0,0.0,0.0,0.0,0.07437391441415002,0.7710572286340784,0.00017403581628737695,0.002238828185724252,0.0004130065999817829,0.0,0.0,0.0016068828272467043,6.583884649274059e-07,0.09771934377946412,0.0,0.0,0.0001636222229899271,0.0003428431445445289,0.0,3.656143757288258e-05,0.0,0.0,8.310286462058667e-06,0.0,0.0,0.0,0.0,6.081099388601264e-05,0.0
