component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Decapoda zoea indet,Egg mass,Eukrohnia hamata,Euphausia longirostris,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Subeucalanus longiceps,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,20.65696320034152,1.4449719646349848,0.020262866311981778,0.02932840588570165,1.9126125098965716,1.1188452223592453,7.765345660299086,0.00465501960262539,0.005991255860638097,0.0010932854495450876,0.0360816494649479,0.0029951387662980698,0.01624983065279318,0.15628890989134342,0.5227745163535557,1.890314970981193,0.0,0.006425327017527336,0.07503288527037999,0.019021991222696728,0.9063153307054466,0.2924274583619964,1.7933156340322318,0.0078042181169654876,14.520920246276242,0.5494508462464053,0.21854137238118498,0.04492821791015366,0.0,0.0648859348299388,0.010357132369554893,0.22064436067495233,0.010847628024587046,0.0004823384117742939,0.09579558296532475,0.4669646870004373,0.019512906743855724,0.17579141902449116,0.001580357707175103,0.013945801178322729
component_2,0.0,0.6010850809814843,0.0,0.04241224896539814,0.0,0.371230792905342,0.4267329391975303,0.0,0.0,0.0002766033179645671,0.00583077335635962,0.0,0.0,0.0,0.0,2.078245469239304,21.54580950264081,0.004863118333002409,0.0625600329098915,0.011540727712655777,0.0,0.0,0.044901454785988115,1.839748324413159e-05,2.730591566497828,0.0,0.0,0.004572129170210563,0.009580135957908706,0.0,0.001021643711820856,0.0,0.0,0.00023221603063248598,0.0,0.0,0.0,0.0,0.001699254012902948,0.0
