component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.5170221299220796,2.7597365478680665e-05,0.00016113867443035826,0.10217971676183357,0.0007892424177841722,0.00040777270053048853,0.0008358580707928418,0.059217178380830716,0.0,0.2555233638933833,1.80879061657863e-06,0.00020686090532351077,0.0006621850052210423,0.009034343758604669,0.003703392088235787,0.0,0.00014371262343278936,0.0,0.001010172529345394,0.0072651089481726785,0.00020287572141261493,0.004601750188518363,0.01655838502930037,0.010046138358711475,0.0027391594189775754,4.1611270708557315e-05,0.0,0.0027729632032402374,8.03610067028761e-05,0.0001555447024184912,0.0012625582267075813,9.783979181933941e-05,0.00026618303183556085,0.001100896892387899,0.0003878407581979702,0.00011853111151267553,0.0013757784514520353,0.0
component_2,0.07026469963174783,8.761013847982365e-05,0.0006841101789296725,0.0,0.0,0.0,0.0,0.0,0.095518996375654,0.11726730038251762,2.1035607172862048e-05,0.0,0.0,0.0,0.0015380588334052397,0.03308075834611566,0.0,0.0005134922523578441,0.0,0.0,0.00020062568151737908,0.0,0.6790896033778083,0.0,0.0,8.353175751061434e-06,0.0001724645879366882,0.0005765189425942706,0.0,4.960230925320986e-05,0.0008156615279566751,0.0,0.0,0.0,0.0,0.0,0.0,0.00011110865080186975
