component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,23.85541747228605,0.00127334331845409,0.007434943548830908,4.7145753720848385,0.03641567018788025,0.018814645335243824,0.03856651789614496,2.7322824886015016,0.0,11.78985611412454,8.345765641586745e-05,0.00954456873235021,0.030553237142511867,0.41684490755190096,0.17087462840660325,0.0,0.0066309050031249355,0.0,0.04660939254225215,0.3352123572861767,0.009360692220308867,0.21232489964563223,0.764004410411491,0.4635291424905297,0.12638490246578518,0.0019199453502203971,0.0,0.12794461014377265,0.003707859397970459,0.007176837502787029,0.05825447662311424,0.004514331097594714,0.012281693531054667,0.05079541753041344,0.01789498488386737,0.005469029244483431,0.06347846138367383,0.0
component_2,2.414977242688607,0.0030111349193325874,0.02351266741714375,0.0,0.0,0.0,0.0,0.0,3.2829600596119684,4.0304429282346375,0.0007229876862043223,0.0,0.0,0.0,0.05286263372727159,1.1369760206112656,0.0,0.017648579019624876,0.0,0.0,0.006895446187098581,0.0,23.340111699030746,0.0,0.0,0.0002870962154355669,0.005927557610288039,0.01981478798942999,0.0,0.0017048169089045684,0.028034048933185316,0.0,0.0,0.0,0.0,0.0,0.0,0.0038187719375251256
