component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Euaugaptilus sp.,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Siphonophorae nectophore,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia sp.
component_1,24.557705820566525,0.07392497220072385,3.7170076549887474,0.04014260903044519,0.02945304078677564,0.36855680330446194,0.36206668387651075,8.65492737638782,0.004192484568111571,0.0,0.0011144889206234428,0.02256869498312889,0.4694286481447849,1.1469969414894576,0.0,0.031651982766871256,0.0033101106377341396,0.00533220995927711,0.37961899797412213,0.08120515589424232,0.010668837980918007,0.021695096283481676,0.11576835361772113,0.12645308455325482,2.6267486238631594,0.010661051699291803,0.10025015904559369,0.01212086403090506,0.00011690051703418963,0.01479026131394634,0.0021084153702128905,0.24390560918893636,1.6115052733590634,0.005762846355552345,0.04328553672986793,0.010786671259854462,0.011124764456322479,0.09799490951569237,0.010988325235059763,0.021174414052041676,0.013233067147479237,0.03942499681210089,0.005309812435325512
component_2,2.0865111835390278,0.0,0.0,0.006060535107976325,0.0,0.05754754803861523,3.578037648346026,2.7457402338391637,0.0,0.0003993363932057109,0.0,0.0,0.0,0.0,2.9875817562369202,0.0014279357468088662,0.0,0.0,0.0,0.0,0.0028122980376268244,0.0,0.0,0.06343639981913904,22.149358851135737,0.0,0.0,0.0009471368230851926,0.0017778916542427654,0.0,0.0,0.0,1.0991458616693124,0.0,0.0,0.08145167489849926,0.0,0.0,0.0,0.0,0.0,0.008077185644073547,0.001773273655022127
