component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia cheirura,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia vallentini,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.4037238911037918,0.002289388555555751,0.0,4.151844719622331e-06,0.0003304376541104582,0.02359402009889713,0.009155136774178852,4.758266751731453e-06,3.054687534278796e-07,0.0007668680354886185,0.015839235061406956,2.348580832307427e-06,2.018021901692571e-05,1.2774524042934058e-06,0.0,1.0371583864620957e-05,4.311919689760462e-06,1.778418809515305e-05,1.292645664234247e-07,7.046912877147301e-05,0.0,4.368247091335741e-05,0.0009936970841099959,0.0014881753648117585,0.06021678854562402,1.9581265158632516e-06,9.54804884473815e-06,5.153322962982832e-06,0.0,0.0,0.0010650302488219938,0.001315356584716307,0.003462044359924809,0.4691643421912457,0.0,0.00014972958124955739,3.077671621771507e-05,0.00015480040700459108,3.0997156972027554e-06,0.0,1.507350801820478e-05,3.935332941978373e-05,6.470649882737966e-05,0.0,0.001026065360695524,0.0035345776097306875,8.546018099841249e-05,0.00010729459793084056,0.0,7.943639541660739e-05,0.0008782800426787975,0.00013117730681565527,0.0,9.24257456078375e-05,1.313715876898068e-06,5.587738427318181e-06
component_2,0.10301533410903765,0.0,0.44709258482745884,9.927396826208449e-06,0.007687289368283691,0.050900688446462436,0.09465249068366725,9.139883357172137e-06,0.0,6.440211462051134e-05,0.0007680180338103957,4.821726704828585e-06,0.0012211394010039726,0.0003863211949081395,0.00019275112327973333,1.9882857640161967e-05,5.09482658636892e-06,3.318469789286579e-05,2.0950427306872148e-05,0.0010428565322252367,7.54717117875086e-05,0.0015551723552748298,0.005571593529919729,0.057288281673927716,0.0,1.4378593774662566e-05,0.00011647082238621779,6.9023534181458705e-06,0.00914710268556018,0.021481487465777466,0.0014713593780599698,0.014573634209404222,0.07162727895850939,0.07259811387218998,0.00015420686035191514,0.010313491244885913,7.364577606307562e-06,0.0035292567660655453,8.125811548379699e-06,0.0006305931997486519,3.0369040806244583e-05,0.00010014650036509345,0.0021086917736110977,0.004051765523857773,0.0011940593329139862,0.004520866309762507,3.865650251615562e-05,0.0,0.0002334534772776146,0.00012773189154744786,0.0007683362564945934,0.001117555777932181,0.00680868360117821,0.001596252736770117,6.267553698225997e-06,0.0
