component,Bivalvia larvae,Calanoida indet (small),Calanus simillimus,Clausocalanus sp.,Clio sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Euchirella sp.,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globorotalia sp.,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Radiozoa indet,Sagittidae indet,Salpidae indet,Siphonophorae sp.,Subeucalanus sp.,Themisto sp.,Thysanoessa macrura,Thysanoessa sp.,Thysanoessa sp. furcilia
component_1,0.00015869273164982755,0.0,0.05001440144816548,0.025020908483214824,0.0010503687261723767,0.0015620582292268782,0.006109641894430566,0.06771931533501718,0.0010408827592940087,0.00014178344818890326,0.006265314917249765,0.0,0.0030755696218410576,0.031217131096402177,0.011392624293237948,0.0006646431147654266,0.0012555905259779814,0.02503132693301103,0.0005081574369759476,0.001076008927934773,0.008376844856920493,0.012417624253425519,0.0,0.010704860445397415,4.901475735834487e-05,0.6764964793165947,0.0,0.012326623601043677,0.00045185236368825837,0.01160780126584359,0.0025305220964456795,0.0007194799268742838,0.0,0.00012213480855353547,0.0,0.004711888421690464,3.829187776373195e-05,0.0,0.0007267065725583721,0.0,0.01357818380902886,0.01147554636785728,0.0003617253361994728
component_2,0.0,0.25096152488517465,0.0,0.16781276845476362,4.7675662522206774e-05,0.22569525027673543,0.00272988853887703,0.15028574676147638,4.6204855921799636e-05,8.226525011215471e-05,0.008151563806091907,0.0022735458140595165,0.0013107454416690653,0.010380206352679196,0.0,0.0,0.0001319177091968664,0.007805540984728896,0.0,0.004397925959229226,0.0029522091302270482,0.0,0.0011404078222838105,0.011550155826579239,0.00018105528782330117,0.10981276888686727,0.0015952307172682355,0.0301659716914355,0.0020813174294249,0.0017273523189431084,0.0006950188594110906,0.0,0.001131714430541217,0.0,0.0019031453126388412,0.002039083150451246,3.7177956994694055e-05,4.343424639394511e-05,0.0007970115755845189,1.7695327926534057e-05,0.0,0.0,1.6479275967486817e-05
