component,Bivalvia larvae,Calanoida indet (small),Calanus simillimus,Clausocalanus sp.,Clio sp.,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Euchirella sp.,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globorotalia sp.,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma sp.,Primno macropa,Radiozoa indet,Sagittidae indet,Salpidae indet,Siphonophorae sp.,Subeucalanus sp.,Themisto sp.,Thysanoessa macrura,Thysanoessa sp.,Thysanoessa sp. furcilia
component_1,0.0038657727817840823,0.0,1.2183564414416619,0.6095121432741902,0.02558710024246283,0.038051914056352866,0.14883156333873016,1.6496501339508405,0.02535602102297962,0.003453860735888035,0.1526237756739519,0.0,0.07492122171562633,0.760452822654453,0.2775256084385339,0.01619078098882276,0.030586326354896512,0.6097659378823732,0.012378772287173701,0.0262116984396332,0.20406088236333164,0.3024947226898808,0.0,0.2607716037929789,0.0011940049990427307,16.479530281736707,0.0,0.300277936568393,0.0110071743725811,0.2827673436794465,0.06164380272770692,0.017526611896050443,0.0,0.002975217665649025,0.0,0.11478213162004226,0.000932794446749313,0.0,0.017702653797268646,0.0,0.33076608392393325,0.27954559949760666,0.00881166985169316
component_2,0.0,9.353797563914538,0.0,6.2546904968166706,0.00177695962025362,8.412077043250074,0.10174796625255376,5.601426165193094,0.0017221399533657478,0.003066177161801865,0.30382377420763235,0.08473923366033184,0.04885389314081453,0.3868893805098036,0.0,0.0,0.0049168156253728956,0.29092686730126466,0.0,0.16391878851762984,0.11003426355142983,0.0,0.04250509680648479,0.4304955490006765,0.006748263547371701,4.092923847871345,0.05945718254578049,1.1243412417483802,0.07757452824688973,0.06438159761877768,0.02590463106648969,0.0,0.042181078108633675,0.0,0.07093372578637923,0.07600037899848121,0.0013856908294106083,0.0016188742409659622,0.029706087168242908,0.0006595374144607017,0.0,0.0,0.0006142129215634978
