component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Euphausia frigida,Euphausia frigida furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neogloboquadrina pachyderma,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5
component_1,0.047681819124814236,0.7664407505904185,0.003420857172587693,0.0,1.6476152052667072,3.2666416627758705,0.005966637866764826,0.0,0.0,0.0,0.0,0.0,1.011932385305394,0.0,0.009555839298668475,0.0,0.0,0.0,0.0,28.16322670227474,0.0,0.00025694964599465834,0.0,0.0,0.6020148236263916,0.0,0.3951921297304844,0.007505247612430182,0.0,0.0,0.0,0.0,0.0
component_2,16.88063280774656,2.2232505181020477,0.007576311543853794,1.7667794493537912,2.829224571527522,9.957599080854862,0.0,0.09684001082601833,0.0674867838143861,0.27322577874944626,0.6854110180629831,5.04519712256988,0.0,0.2134645274326788,0.04864332852899273,0.027168824813493933,0.9360079443718424,0.8836453275842007,1.0408295060343506,1.0140881807367705,0.4822561689702442,0.015115773030888733,0.030040576576908496,0.05862334816945816,3.076456615790928,0.010949928006187423,0.030279042548088834,0.26173962749743024,0.04353511179773812,0.35650921041380484,0.04378377457714596,0.09303998854471825,0.01882951209467133
