component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda (natant) indet juv,Euphausia frigida,Euphausia frigida furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neogloboquadrina pachyderma,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5
component_1,0.0013271695537530894,0.021333012196464336,9.521569374926718e-05,0.0,0.045859507394352995,0.09092327930083755,0.0001660746225791445,0.0,0.0,0.0,0.0,0.0,0.028165994437388014,0.0,0.000265975988553467,0.0,0.0,0.0,0.0,0.7838915901439126,0.0,7.151903037069237e-06,0.0,0.0,0.016756402324616546,0.0,0.010999726354571698,0.00020890008618424768,0.0,0.0,0.0,0.0,0.0
component_2,0.3479235101432019,0.04582299330809363,0.00015615391533582894,0.03641475498394558,0.058312609196589454,0.20523417956345127,0.0,0.0019959510329157926,0.0013909572573725729,0.005631404526523032,0.01412687604850121,0.1039855977107306,0.0,0.004399676749165176,0.0010025783866994351,0.0005599714775644357,0.01929188160400767,0.01821264567484989,0.02145233886219623,0.020901178495794225,0.009939690117502111,0.00031154832116372586,0.000619160606619397,0.001208274672150025,0.06340826180864852,0.0002256868821872473,0.0006240755833674663,0.0053946656490679624,0.0008972939038277536,0.007347943486373984,0.0009024190450495827,0.001917629496881576,0.0003880914902227805
