component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia sp.,Centropages sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Euchirella rostrata,Euchirella sp.,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia lucens,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia triacantha,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces egg,Pisces larvae,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura F1,Turborotalita quinqueloba,Vibilia sp.
component_1,12.077332504870265,0.0166774496516288,0.17099474481585614,7.851430896362479e-05,0.0,0.0,0.7537130600389534,0.0,1.7100134725619691,0.08237116840925257,0.0,0.5592793435580987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0263578920972258,3.5758906200852585,0.1691602106941111,0.0,0.0,0.010033983834091388,0.0,0.037334705675887925,0.0,0.0,0.0,0.0,0.03404851499956748,0.06468541637603059,0.4944441903906662,21.359101217605822,0.0,0.0,0.0,0.004558245509753828,0.0,0.0009558288544141699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.374443609046351,0.014354401750253265,5.114510896351096,0.0,0.0,0.0,0.0712444121129114,0.0,0.0,0.0,0.09655297322854063,0.04918662698884107,0.024747766088310908,0.004034863293410154
component_2,13.979023796741224,0.0033668588071520266,0.02075635208261982,0.005141306633444779,0.0018743661872364548,0.10830055678238543,3.210950784672126,0.7427872623047098,0.21589005669044065,0.7754078307554124,0.065206517243054,0.11072914903714239,0.033654613947224125,0.0018743661872364548,0.01845441697566939,0.0033381254911517663,0.0027739155060650424,0.002738680519359485,0.02782423054376809,0.006562135291637421,0.0020328072243325037,0.007668696041209893,0.005992061155477455,0.03060770056761201,0.23510587934862276,0.04107326287207243,0.01971391634892623,0.8054805567121781,1.0490524735920024,0.2932707862082507,0.004878908628367832,0.010520765182097285,0.0003603223237306317,0.2978656436112997,0.07016354880662487,0.007295303630577684,0.059323834051985797,0.78330267535583,1.0701364212902251,0.06249036355907973,0.10893369964831794,0.8996815548335685,5.975263994013885,0.010673900870251721,0.15388365968094667,0.013476106383331682,0.0001671440637918521,0.0018743661872364548,0.0012951640729128562,0.01168861761113258,0.027497129867502034,0.016823228997250313,0.023349965685716702,0.018238037578914425,0.011060031820147634,0.18500919620319717,0.0,0.008198041165273805,0.0,1.0538783333866433,0.03089036170364461,0.029020224799794003,0.02764148088906289,0.02410464176850925,0.17978403912474442,0.20332679855930869,0.0016052684592700126,0.026835939817630133,0.05669493947068018,0.01204023873387743
