component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Metridia lucens,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Tomopteris sp.
component_1,0.3994554427057188,7.979292199849746e-05,3.1821176188273686e-05,0.06277856165209011,0.00013978511154220317,0.034242496603887236,0.0023493816276818126,0.036873060993027416,0.27907800865412813,8.496059136058889e-05,5.79560106923923e-05,1.3036923981199193e-05,0.00028286657105000345,0.0009171818756196883,0.002223068481811044,0.0,0.0038323227588696876,0.007288457270050188,3.7025217700693104e-05,0.0,0.0023999138698761443,0.15691743266439076,0.0005066207057746218,9.157572390189762e-05,0.0,0.0008008205045441008,0.0011747420113395746,0.005690931577942168,0.0013374041743698108,0.0,0.00014792641355190295,0.0005462412763412919,0.0,0.0006211639305701989,0.0
component_2,0.0,0.006093269767152336,0.0003293531701965911,0.004721322539627414,7.373090939809834e-05,0.005456402516684365,0.0,0.10655307786244071,0.09481888956285656,2.3671048233330223e-05,5.908534717659023e-05,0.00012531687545978037,0.0,0.0005535671176342166,0.0,0.00023284183768068801,0.046983410838964894,0.03718641075601962,0.00023996542129367873,0.0016082919998502538,0.0015259638684744037,0.6827036513594945,0.00017947997892588176,0.00014554878518563,0.0001456897595405224,0.00036356092391147583,0.0012264351240185041,0.005872022508062188,2.317941747443734e-05,0.0011983882581646124,0.00011655103577835307,0.0001590185002973956,0.0001389812766113879,0.0009188012711731362,0.00022412036221828107
