component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Metridia lucens,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Tomopteris sp.
component_1,28.261867642140345,0.005645428148446852,0.0022513796872027044,4.441645326340969,0.009889934892332893,2.4226905013494924,0.16622107375148565,2.6088055335704396,19.745045126912096,0.006011045866759847,0.004100445076327439,0.0009223752654904609,0.02001308966339648,0.06489152481427075,0.1572842937544937,0.0,0.2711406254462499,0.5156655603095753,0.002619570771124305,0.0,0.16979627986429582,11.102063555991176,0.03584391599319947,0.0064790730365771685,0.0,0.05665884272657429,0.08311415914940912,0.4026390376029187,0.09462266806045563,0.0,0.010465940061455932,0.038647110546455914,0.0,0.0439479624333963,0.0
component_2,0.0,0.22230059492860957,0.012015782736391584,0.17224788159995288,0.002689922759071386,0.19906578437865052,0.0,3.887373037049197,3.4592749649658128,0.0008635902078749315,0.0021556091115030184,0.004571932153649415,0.0,0.020195774072959312,0.0,0.008494762421273516,1.7140944977655805,1.3566708106190004,0.008754651928173127,0.05867527321914752,0.05567169824485824,24.907058715057783,0.006547963181949225,0.005310052365041306,0.00531519552859057,0.013263783283320285,0.04474399922031885,0.21422883720220748,0.0008456540562907275,0.043720766177394364,0.004252128263341635,0.00580146761453612,0.005070450128632351,0.03352060174719727,0.008176577069559732
