component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Heterorhabdus lobatus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Teuthida indet,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F6,Thysanoessa macrura furcilia
component_1,0.4058230555397474,0.0640880751176974,0.0014618224018116974,0.0496985046396714,1.379590593933324e-05,0.00010427010545438531,0.1422051605484021,0.007557010953115679,0.00010876288202289919,0.028717794397055938,0.00041402443804052793,0.0011122551575100214,8.072109327452184e-05,2.847663912808419e-05,0.00018914457921181263,2.534066646579976e-05,0.0010847116631832914,0.028396526928237395,0.01770321473824513,0.0,0.00012205999889765268,2.171512042337573e-05,0.00019379337755638163,0.0018295746369811716,0.005500102156860308,0.0014143229431093957,0.0,0.20993458550044863,9.869825512491761e-05,0.0002445230840351259,0.00014894658529182716,0.0,5.4877965162350286e-05,0.0002719282286651401,6.646692174201405e-05,4.89666171509732e-05,1.9577176836839384e-05,0.0028389471738167553,0.02728318636979927,0.0,3.1253695953062504e-06,0.0,0.0004905632486501185,3.561445575301712e-05,0.00056575641988484,0.0
component_2,0.08877910730068389,0.0,0.0,0.15515986211642677,2.1881192695406373e-05,0.0011085539904715886,0.0,0.010018445313403256,0.00022614966482011756,0.00367681945216871,0.0,0.001729431412635293,8.200756428717412e-05,3.434052845293493e-05,0.0006611602758582858,9.722711923296531e-05,0.005491823072251432,0.0,0.0018194525593414354,4.5064539493387756e-05,4.567257736520498e-05,0.0,0.0016416814802081383,0.008501319714380656,0.009361616675143056,0.04945930866046553,0.03470266230787015,0.5996453068703822,5.497601499101498e-05,0.0013314520103972624,0.0,0.0008402647346207421,0.00012476514709775308,0.0,0.0004622201914478259,0.0005574247727525756,0.0001340181897764136,0.004750232115302903,0.0,0.0001139410983739186,8.750254871262121e-05,0.00014838186378164848,0.0014097781217700886,8.727192881593025e-05,0.01600578186698608,0.0015830950071356997
