component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia superba,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia sp.,Oikopleura sp.,Oithona similis,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Tomopteris sp.
component_1,5.448015086795863,0.8008357408338275,0.10314041315692525,0.001998468358561761,1.8034153479236719,7.232258120574545,0.0,0.005565902328797786,0.9369746679802725,0.36132938094136036,0.017451562070180924,0.31736376156063456,0.007639315222729298,0.018338506486145812,11.880609209318187,0.04344259275239978,0.41109267023519674,0.054955219837895405,0.11141173792735483,0.0049061234237258115
component_2,0.7985401003041703,0.0,0.0,0.017540649269431784,3.124189382193653,1.271186123960634,0.049695851768675685,0.052773078348006736,1.1258413065169974,0.6924019458859229,0.04612757890265219,5.892369083883265,0.0090588959180049,0.03649681779733503,4.505227428437876,0.1429037828340964,0.8863290329126752,0.0,0.18673343807082335,0.018534341492323646
