component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Eukrohnia hamata,Euphausia superba,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia sp.,Oikopleura sp.,Oithona similis,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Tomopteris sp.
component_1,0.18429898511841808,0.0270911904484161,0.0034891007397512947,6.76054828054488e-05,0.06100710315117477,0.2446575148014582,0.0,0.0001882869511414971,0.03169658630515856,0.012223284469669865,0.000590362751759013,0.010735987003917815,0.0002584277062596626,0.000620366882275273,0.40190494794566217,0.0014696041820047231,0.013906709270610019,0.001859060792183005,0.00376890847458478,0.00016596752274967514
component_2,0.04234950503651457,0.0,0.0,0.0009302448484385244,0.165687200837927,0.06741565406485217,0.0026355529596694713,0.002798749551137122,0.0597074862771406,0.036720610127680575,0.002446314385859891,0.3124939049396088,0.00048042641585397945,0.001935559865479836,0.2389287045179051,0.007578710785550195,0.04700527353485043,0.0,0.009903157866528891,0.0009829439850029557
