component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Egg mass,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausiidae calyptopis indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globorotalia sp.,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Turborotalita quinqueloba,Vibilia sp.
component_1,21.16437948223052,0.10284448382690416,1.762952331781924,0.055370243936570356,2.111249068667621,0.3314317719145201,0.0,0.0,0.3828658690468671,0.008959759544750005,0.0,0.0,0.0,0.011376926764998945,0.06634928464763698,0.028379513679049492,1.2771655598233445,0.0,0.0,0.004832682724039795,0.08267279448689206,8.18348460421248,0.2755144314107253,0.0017188623286392942,0.0,0.13526265906127796,5.046159278802364,0.004164510625962604,0.6049428052380164,0.01131649870080733,0.00016435878914578366,0.02164562529067874,0.00024133418062539212,0.0,0.053357901995874306,0.0,0.01008213223999391,0.0,0.011290975551823281,0.0,0.13349182588594463,0.0008727379277939887,0.0021818448194849717,0.021484352531519414,0.04064645314309022,0.01795198891501267,0.05029832671558525,0.4329210857402098,0.004164510625962604,0.0,0.00043636896389699436
component_2,4.07805623389904,0.015519240754447591,0.17276118279912497,0.01085721798022064,1.2868794749764607,0.5288291431036406,0.027136431503173082,0.096354958152163,0.09499176334388436,0.0,0.5343011454834854,0.007968005702688246,0.003168404247701028,0.0,0.009638111250078674,0.469698801042738,2.1579928252041616,0.0423664267120889,0.003685804738579275,0.00022478300491261992,0.017897610443512273,0.0,0.0,0.005146780038301405,0.05689165704861987,0.17111294493738854,18.587632717635948,0.0012650400264602086,0.0,0.0007268255632230268,0.0004085546302915376,0.0012329265637869068,0.001238866930656374,0.11824032116048486,0.0,0.10893914981011085,0.0010500937085360063,0.004095154561233102,0.0,0.0011744574273274138,0.0,0.0,0.0,0.013010741121919637,0.008229813163174747,0.0022232475508127307,0.004512402172431803,0.03945949702576516,0.0012650400264602086,0.03480712846148683,0.0
