component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Egg indet,Egg mass,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausiidae calyptopis indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globorotalia sp.,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Turborotalita quinqueloba,Vibilia sp.
component_1,0.49851763757682577,0.0024224565222071416,0.041525565743062244,0.0013042217099956536,0.04972954198501894,0.0078067294196576585,0.0,0.0,0.009018236925221072,0.00021104319005692165,0.0,0.0,0.0,0.0002679784993712512,0.0015628281786018337,0.0006684669459237997,0.030083072277747543,0.0,0.0,0.00011383171317493092,0.0019473212637338478,0.1927583757163089,0.006489621090971005,4.048704513697159e-05,0.0,0.003186052362376247,0.11886005940391565,9.80932136782716e-05,0.014249161351012153,0.0002665551429326919,3.87139889212138e-06,0.000509853170646566,5.684520337244964e-06,0.0,0.0012568218818497432,0.0,0.00023748018458272374,0.0,0.0002659539563991707,0.0,0.0031443411668341794,2.0556957521615034e-05,5.139239380403759e-05,0.0005060544618316393,0.0009574093024453255,0.0004228511925535698,0.001184754933607828,0.010197265509324474,9.80932136782716e-05,0.0,1.0278478760807517e-05
component_2,0.14198870243382108,0.0005403448925409402,0.006015153977689661,0.00037802379482608327,0.044806235216115035,0.018412635709705215,0.00094482922177262,0.0033548618990008423,0.0033073985363372667,0.0,0.018603158466888012,0.0002774279523919876,0.00011031667591467883,0.0,0.00033557725343160734,0.016353850822458018,0.07513643352074982,0.0014751032380579986,0.00012833139178047362,7.826436264269596e-06,0.0006231543504515653,0.0,0.0,0.00017919925019082032,0.0019808389341213466,0.005957766060047708,0.6471793667176066,4.4045834971774104e-05,0.0,2.530642362405533e-05,1.422494897108402e-05,4.292771677180032e-05,4.313454692209721e-05,0.00411686078219763,0.0,0.003793015014653727,3.6561889919401724e-05,0.00014258402755262922,0.0,4.0891953569395455e-05,0.0,0.0,0.0,0.0004530046040678169,0.0002865434965311203,7.740845560318616e-05,0.00015711164647441914,0.0013738905154877582,4.4045834971774104e-05,0.0012119055555466361,0.0
