component,Alciopidae indet,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calocalanus sp.,Candacia falcifera,Candacia maxima,Candacia sp.,Chaetognatha indet,Chelophyes sp.,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Ctenocalanus citer,Dairella californica,Decapoda megalopa indet,Decapoda zoea indet,Eucalanus sp.,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia lucens,Euphausia similis,Euphausia triacantha,Euphausia triacantha calyptopis,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus sp.,Hyperia sp.,Hyperiidea indet,Iospilidae indet,Limacina sp.,Maupasia sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Myctophidae indet,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oithona sp.,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Phalacrophorus pictus,Pisces egg,Platysceloidea indet,Pleuromamma borealis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Protomyctophum sp.,Pseudosagitta gazellae,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus sp.,Salpa thompsoni,Sapphirina sp.,Scolecithricella minor,Scolecithricella sp.,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia armata,Vibilia sp.
component_1,7.218391869560734e-06,0.006697909839179196,0.0,0.021946074832144353,0.000823703060311179,0.0,0.0,4.2971837328730975e-05,0.0014795168623550584,2.671300587110009e-05,0.0008669551005072699,0.001131250205777521,0.0009274602289202551,2.671300587110009e-05,0.00032819079245428157,0.0,0.01445885647264982,0.0,2.6512562354752825e-05,1.435066900790767e-05,3.1115190779263113e-06,2.1569060877468407e-05,0.0009649456860398561,8.789270950793826e-05,0.0,0.0,0.0001904192258160962,1.921137595964689e-05,2.2963306604392835e-05,1.56621202092869e-05,0.0,0.0,0.00022214700363648896,0.00011709869600141638,5.829832655420761e-05,6.751327716237102e-05,4.5581819968557804e-05,0.8306556327428021,0.01347502606671156,2.5136324938487468e-05,3.900370317782393e-05,5.155036051988446e-05,0.0001016748038558738,8.087716540355792e-05,0.018211996163781895,2.8581693645461954e-05,6.294243641201077e-05,0.0,4.2565787069761094e-05,7.118935873740446e-05,9.75312263741479e-06,0.0004355065093723151,0.054807684590301955,0.000669133756423452,0.020416285411543708,0.00024217313025336133,1.3407765652765648e-05,0.0005996776817423616,3.077480744838527e-05,4.965473546579733e-05,0.0,0.00018004780170143827,2.8292160209679913e-05,0.00010246568277549528,8.976136565022177e-05,2.299538204580865e-06,1.903507737379297e-05,0.0001359686995074528,2.438482193501724e-05,0.00043609629442081023,8.511910448129941e-06,0.00017872649041944443,0.0,0.0,7.769273845062292e-05,0.001028430478665914,0.00014889845636091863,6.316454004377792e-05,5.464843901623516e-06,0.00010854743381374399,0.001706918465104502,0.0001860221798127307,0.0036090308655117643,0.00010454664978849882,3.304288359057682e-05,7.27392568403086e-05,0.00015358031159334553,6.822622682608608e-05,8.587525842135044e-05,0.00010063743378805359,7.761709374854444e-05,8.728012100698577e-05,8.78262903231272e-05,9.256131208228952e-05,5.762217836730731e-05,7.764602739747086e-05
component_2,0.0,0.12057288365452548,0.0013262550516525023,0.07804544039988777,0.0,0.0004218594948104052,0.0001779506022597637,0.00040300665446744364,0.00885721146481249,0.0,0.002512713156669794,0.014523302186092255,0.0007163772720331244,0.0,0.00015461246758882258,0.0001248809712245589,0.0,0.3577997539100005,0.0,0.0,1.268324040048282e-05,0.0,0.0004314517789006837,3.651925293035013e-05,6.084798305241649e-05,0.0001747405707983126,2.0270326616082627e-05,0.0,0.0,0.0,9.836937345242585e-05,0.0002008246053250628,0.00038741068174128894,0.00029006958670632995,8.65486519897776e-05,0.00012471416273406824,0.00021773982958496783,0.10502651130519378,0.07008938309027384,5.8806394939953515e-05,1.6297833205863307e-06,0.0,0.00019037686390481687,0.0,0.11722201661207905,3.591225922282835e-05,0.00010217726140861401,0.008859803753400406,1.866988291085871e-05,0.0001355517863007813,2.1110049320623533e-05,0.0004362243444880956,0.026827102276720107,0.00213726171372254,0.04749730612875685,0.0,0.00018755626755773375,0.004461315921087954,0.000637889117142443,3.6119116059998345e-06,9.836937345242585e-05,0.0,0.0,1.3190835623685011e-05,1.3992576799738937e-05,6.607094511553356e-06,0.00012620296132815075,3.418496785907265e-05,3.871974271910818e-05,0.0007229181280865109,3.770194930700088e-06,0.0,0.004909128423794581,0.00686701278111891,0.00010219903472033888,0.0,0.0,0.0009223479892547693,2.48693496864228e-05,1.0513749330208838e-05,0.006983092128566999,0.0,0.006839235999708611,7.327875543638688e-05,6.236149798802162e-05,0.0,2.546707955212029e-05,9.92867240036373e-06,0.0,8.743849605797601e-05,6.562046275624332e-05,0.0,0.0,0.000230895650702617,0.0,0.0
