component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Ctenocalanus citer,Euphausia superba,Euphausiidae indet,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Themisto gaudichaudii,Triconia antarctica
component_1,0.0009253433987277804,0.0015290748816662327,0.0018366108377995715,0.001529552632882439,0.9790872032897998,0.0,0.0009174449289997394,6.406186603523835e-05,0.0015290748816662327,0.012581633282422882,0.0
component_2,0.1015458955423102,0.0,0.0,0.0,0.0,0.12457288764807513,0.0,0.7738812168096147,0.0,0.0,0.0
