component,Calanoida indet (small),Calanus propinquus,Calanus simillimus,Ctenocalanus citer,Euphausia superba,Euphausiidae indet,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Themisto gaudichaudii,Triconia antarctica
component_1,0.007109420862711048,0.011747894759190204,0.014110696012837392,0.011751565325672174,7.522334950518887,0.0,0.007048736855514121,0.0004921878380731898,0.011747894759190204,0.09666479089602387,0.0
component_2,0.3110981516841415,0.0,0.0,0.0,0.0,0.38164413135856345,0.0,2.3708788512504,0.0,0.0,0.0
