component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Egg mass,Eukrohnia hamata,Euphausia triacantha,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Pisces egg,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Vibilia antarctica
component_1,1.182424959338347,0.009770047360411333,0.0,0.0038412560811498754,0.0,0.03470216774788552,0.7047179391113446,0.038463911849179494,0.0,2.1595581021382624,0.7255172335215235,18.677367737116096,0.09520875581581983,0.0,0.6056668677399087,0.0,0.021330695193520648,0.02306728609275645,0.0,0.0
component_2,12.876384137925324,0.0,0.5900864828492128,0.0,0.2976194556989214,0.0,1.5707575529712914,1.062236979984623,3.3160673791319946,1.9296564301428787,0.24878091040556022,1.0676318906591529,0.06586532051923129,0.0584325851148458,0.0,0.11663705389410199,0.0,0.0,0.18657712947922975,0.030840525293719105
