component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Egg mass,Eukrohnia hamata,Euphausia triacantha,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Pisces egg,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Vibilia antarctica
component_1,0.04869626217251011,0.00040236362057737327,0.0,0.00015819592754883483,0.0,0.0014291527299551098,0.02902267010655796,0.0015840740850362888,0.0,0.08893791245521343,0.02987925545313933,0.7691972237527268,0.0039210188331274855,0.0,0.024943411713136947,0.0,0.0008784702295584366,0.0009499889209119263,0.0,0.0
component_2,0.5498598714437083,0.0,0.025198446561133483,0.0,0.012709235286616953,0.0,0.06707601582047777,0.04536067602524992,0.14160593247740585,0.08240206452708748,0.010623684253900392,0.0455910547447858,0.002812644938623156,0.002495245046685092,0.0,0.004980748847876267,0.0,0.0,0.007967397938029763,0.0013169820884198265
