component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euaugaptilus sp.,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Hyperoche sp.,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa sp.,Tomopteris sp.
component_1,0.36733470326791534,7.648585900628015e-05,0.06989398325397894,0.00022501574256750584,9.365182271065984e-05,0.0023666946417766296,0.04975660158663696,0.025981653102784018,0.1745654616080635,1.6357433735979312e-05,0.0007429411061398998,0.005273761425383734,1.7363879590757088e-07,0.0022099119804807133,0.010163495439001627,1.793770382414737e-05,0.00044471271918015406,0.00019670715539684802,4.009161924724146e-05,3.665700609901554e-05,4.5648127876407164e-05,0.0022237185411405356,0.0,0.0027361773754462173,2.98811400174377e-05,0.26874493415512574,0.0024883911467805677,0.0006853178637208361,0.0006562532924249688,0.00011426387672088823,0.00761168992339323,9.761704296241464e-05,0.00010933770748973261,5.18585844488072e-05,6.698548750970704e-05,0.0023957911896734744,0.0009956680019633638,6.074333034159681e-05,7.798451156628902e-05,7.031165640665266e-05,0.0013004289322663676
component_2,0.023362838072914578,0.0,0.0010079052215991615,5.338134542028026e-05,0.002326389443443803,0.022742328403723838,0.0,0.0,0.0,8.163661265901363e-06,0.00020163945429645257,0.019455112878158924,0.0,9.163520179871106e-05,0.0,0.0,0.0002819594940967273,0.003739063443409774,0.0,0.0,0.0001165005897642859,0.006216498695233127,0.907578790132016,0.0,0.00023228548289361313,0.0,0.000708503379210943,0.0,0.003504462523373096,0.0,0.0,0.0,0.00010577465825732561,0.0,0.0,0.006747972627354689,0.0,0.0,0.0,0.0015187952917687685,0.0
